atom,level,width,BE,intensity
Fr,5s,0.1,234.0,1.0
Fr,5p1/2,0.1,182.0,0.3333333333333333
Fr,5p3/2,0.1,140.0,0.6666666666666666
Fr,5d3/2,0.1,58.0,0.4
Fr,5d5/2,0.1,58.0,0.6
Fr,6s,0.1,24.0,1.0
Fr,6p1/2,0.1,14.0,0.3333333333333333
Fr,6p3/2,0.1,7.0,0.6666666666666666
Ra,1s,80.7074,103922.0,1.0
Ra,2s,13.9977,19237.0,1.0
Ra,2p1/2,8.258,18484.0,0.3333333333333333
Ra,2p3/2,7.0783,15444.0,0.6666666666666666
Ra,3s,22.0,4822.0,1.0
Ra,3p1/2,15.5218,4490.0,0.3333333333333333
Ra,3p3/2,10.0,3792.0,0.6666666666666666
Ra,3d3/2,3.6807,3248.0,0.4
Ra,3d5/2,3.3853,3105.0,0.6
Ra,4s,14.3332,1208.0,1.0
Ra,4p1/2,12.2437,1058.0,0.3333333333333333
Ra,4p3/2,12.2437,879.0,0.6666666666666666
Ra,4d3/2,6.3351,636.0,0.4
Ra,4d5/2,6.3351,603.0,0.6
Ra,4f5/2,0.1265,299.0,0.42857142857142855
Ra,4f7/2,0.1265,299.0,0.5714285714285714
Ra,5s,0.1,254.0,1.0
Ra,5p1/2,0.1,200.0,0.3333333333333333
Ra,5p3/2,0.1,153.0,0.6666666666666666
Ra,5d3/2,0.1,68.0,0.4
Ra,5d5/2,0.1,68.0,0.6
Ra,6s,0.1,31.0,1.0
Ra,6p1/2,0.1,20.0,0.3333333333333333
Ra,6p3/2,0.1,12.0,0.6666666666666666
Ac,1s,83.7545,106755.0,1.0
Ac,2s,14.6132,19840.0,1.0
Ac,2p1/2,8.5422,19083.0,0.3333333333333333
Ac,2p3/2,7.3219,15871.0,0.6666666666666666
Ac,3s,22.0,5002.0,1.0
Ac,3p1/2,15.5882,4656.0,0.3333333333333333
Ac,3p3/2,10.0,3909.0,0.6666666666666666
Ac,3d3/2,3.8097,3370.0,0.4
Ac,3d5/2,3.5013,3219.0,0.6
Ac,4s,14.1375,1269.0,1.0
Ac,4p1/2,11.5314,1080.0,0.3333333333333333
Ac,4p3/2,11.5314,890.0,0.6666666666666666
Ac,4d3/2,6.1274,675.0,0.4
Ac,4d5/2,6.1274,639.0,0.6
Ac,4f5/2,0.1423,319.0,0.42857142857142855
Ac,4f7/2,0.1423,319.0,0.5714285714285714
Ac,5s,0.1,272.0,1.0
Ac,5p1/2,0.1,215.0,0.3333333333333333
Ac,5p3/2,0.1,167.0,0.6666666666666666
Ac,5d3/2,0.1,80.0,0.4
Ac,5d5/2,0.1,80.0,0.6
Ac,6s,0.1,37.0,1.0
Ac,6p1/2,0.1,24.0,0.3333333333333333
Ac,6p3/2,0.1,15.0,0.6666666666666666
Th,1s,86.9168,109651.0,1.0
Th,2s,15.2558,20472.0,1.0
Th,2p1/2,8.8361,19693.0,0.3333333333333333
Th,2p3/2,7.5738,16300.0,0.6666666666666666
Th,3s,22.0,5182.0,1.0
Th,3p1/2,15.655,4830.0,0.3333333333333333
Th,3p3/2,10.0,4046.0,0.6666666666666666
Th,3d3/2,3.9431,3491.0,0.4
Th,3d5/2,3.6213,3332.0,0.6
Th,4s,13.9444,1330.0,1.0
Th,4p1/2,10.8605,1168.0,0.3333333333333333
Th,4p3/2,10.8605,966.4,0.6666666666666666
Th,4d3/2,5.9265,712.1,0.4
Th,4d5/2,5.9265,675.2,0.6
Th,4f5/2,0.16,342.4,0.42857142857142855
Th,4f7/2,0.16,333.1,0.5714285714285714
Th,5s,0.1,290.0,1.0
Th,5p1/2,0.1,229.0,0.3333333333333333
Th,5p3/2,0.1,182.0,0.6666666666666666
Th,5d3/2,0.1,92.5,0.4
Th,5d5/2,0.1,85.4,0.6
Th,6s,0.1,41.4,1.0
Th,6p1/2,0.1,24.5,0.3333333333333333
Th,6p3/2,0.1,16.6,0.6666666666666666
Pa,1s,90.1984,112601.0,1.0
Pa,2s,15.9267,21105.0,1.0
Pa,2p1/2,9.1401,20314.0,0.3333333333333333
Pa,2p3/2,7.8344,16733.0,0.6666666666666666
Pa,3s,22.0,5367.0,1.0
Pa,3p1/2,15.7221,5001.0,0.3333333333333333
Pa,3p3/2,10.0,4174.0,0.6666666666666666
Pa,3d3/2,4.0812,3611.0,0.4
Pa,3d5/2,3.7453,3442.0,0.6
Pa,4s,13.754,1387.0,1.0
Pa,4p1/2,10.2286,1224.0,0.3333333333333333
Pa,4p3/2,10.2286,1007.0,0.6666666666666666
Pa,4d3/2,5.7322,743.0,0.4
Pa,4d5/2,5.7322,708.0,0.6
Pa,4f5/2,0.201,371.0,0.42857142857142855
Pa,4f7/2,0.201,360.0,0.5714285714285714
Pa,5s,0.1,310.0,1.0
Pa,5p1/2,0.1,232.0,0.3333333333333333
Pa,5p3/2,0.1,187.0,0.6666666666666666
Pa,5d3/2,0.1,94.0,0.4
Pa,5d5/2,0.1,94.0,0.6
Pa,6s,0.1,43.0,1.0
Pa,6p1/2,0.1,27.0,0.3333333333333333
Pa,6p3/2,0.1,17.0,0.6666666666666666
U,1s,93.6039,115606.0,1.0
U,2s,16.6271,21757.0,1.0
U,2p1/2,9.4546,20948.0,0.3333333333333333
U,2p3/2,8.104,17166.0,0.6666666666666666
U,3s,22.0,5548.0,1.0
U,3p1/2,15.7894,5182.0,0.3333333333333333
U,3p3/2,10.0,4303.0,0.6666666666666666
U,3d3/2,4.2242,3728.0,0.4
U,3d5/2,3.8736,3552.0,0.6
U,4s,13.5661,1439.0,1.0
U,4p1/2,9.6336,1271.0,0.3333333333333333
U,4p3/2,9.6336,1043.0,0.6666666666666666
U,4d3/2,5.5443,778.3,0.4
U,4d5/2,5.5443,736.2,0.6
U,4f5/2,0.2524,388.2,0.42857142857142855
U,4f7/2,0.2524,377.4,0.5714285714285714
U,5s,0.1,321.0,1.0
U,5p1/2,0.1,257.0,0.3333333333333333
U,5p3/2,0.1,192.0,0.6666666666666666
U,5d3/2,0.1,102.8,0.4
U,5d5/2,0.1,94.2,0.6
U,6s,0.1,43.9,1.0
U,6p1/2,0.1,26.8,0.3333333333333333
U,6p3/2,0.1,16.8,0.6666666666666666
Np,1s,97.138,118669.0,1.0
Np,2s,17.3582,22427.0,1.0
Np,2p1/2,9.7799,21600.0,0.3333333333333333
Np,2p3/2,8.3828,17610.0,0.6666666666666666
Np,3s,22.0,5739.0,1.0
Np,3p1/2,15.857,5366.0,0.3333333333333333
Np,3p3/2,10.0,4435.0,0.6666666666666666
Np,3d3/2,4.3722,3849.0,0.4
Np,3d5/2,4.0063,3664.0,0.6
Np,4s,13.3809,1501.0,1.0
Np,4p1/2,9.0731,1328.0,0.3333333333333333
Np,4p3/2,9.0731,1085.0,0.6666666666666666
Np,4d3/2,5.3625,816.0,0.4
Np,4d5/2,5.3625,771.0,0.6
Np,4f5/2,0.317,414.0,0.42857142857142855
Np,4f7/2,0.317,403.0,0.5714285714285714
Np,5s,0.1,338.0,1.0
Np,5p1/2,0.1,274.0,0.3333333333333333
Np,5p3/2,0.1,206.0,0.6666666666666666
Np,5d3/2,0.1,109.0,0.4
Np,5d5/2,0.1,101.0,0.6
Np,6s,0.1,47.0,1.0
Np,6p1/2,0.1,29.0,0.3333333333333333
Np,6p3/2,0.1,18.0,0.6666666666666666
Pu,1s,100.8056,121791.0,1.0
Pu,2s,18.1215,23104.0,1.0
Pu,2p1/2,10.1164,22266.0,0.3333333333333333
Pu,2p3/2,8.6712,18057.0,0.6666666666666666
Pu,3s,22.0,5933.0,1.0
Pu,3p1/2,15.925,5547.0,0.3333333333333333
Pu,3p3/2,10.0,4563.0,0.6666666666666666
Pu,3d3/2,4.5253,3970.0,0.4
Pu,3d5/2,4.1436,3775.0,0.6
Pu,4s,13.1981,1559.0,1.0
Pu,4p1/2,8.5452,1380.0,0.3333333333333333
Pu,4p3/2,8.5452,1123.0,0.6666666666666666
Pu,4d3/2,5.1867,846.0,0.4
Pu,4d5/2,5.1867,798.0,0.6
Pu,4f5/2,0.3981,436.0,0.42857142857142855
Pu,4f7/2,0.3981,424.0,0.5714285714285714
Pu,5s,0.1,350.0,1.0
Pu,5p1/2,0.1,283.0,0.3333333333333333
Pu,5p3/2,0.1,213.0,0.6666666666666666
Pu,5d3/2,0.1,113.0,0.4
Pu,5d5/2,0.1,102.0,0.6
Pu,6s,0.1,46.0,1.0
Pu,6p1/2,0.1,29.0,0.3333333333333333
Pu,6p3/2,0.1,16.0,0.6666666666666666
Am,1s,104.6116,124982.0,1.0
Am,2s,18.9184,23808.0,1.0
Am,2p1/2,10.4645,22952.0,0.3333333333333333
Am,2p3/2,8.9696,18510.0,0.6666666666666666
Am,3s,22.0,6133.0,1.0
Am,3p1/2,15.9932,5739.0,0.3333333333333333
Am,3p3/2,10.0,4698.0,0.6666666666666666
Am,3d3/2,4.6838,4096.0,0.4
Am,3d5/2,4.2855,3890.0,0.6
Am,4s,13.0179,1620.0,1.0
Am,4p1/2,8.0481,1438.0,0.3333333333333333
Am,4p3/2,8.0481,1165.0,0.6666666666666666
Am,4d3/2,5.0167,880.0,0.4
Am,4d5/2,5.0167,829.0,0.6
Am,4f5/2,0.5,461.0,0.42857142857142855
Am,4f7/2,0.5,446.0,0.5714285714285714
Am,5s,0.1,365.0,1.0
Am,5p1/2,0.1,298.0,0.3333333333333333
Am,5p3/2,0.1,219.0,0.6666666666666666
Am,5d3/2,0.1,116.0,0.4
Am,5d5/2,0.1,106.0,0.6
Am,6s,0.1,48.0,1.0
Am,6p1/2,0.1,29.0,0.3333333333333333
Am,6p3/2,0.1,16.0,0.6666666666666666
Cm,1s,105.0,128241.0,1.0
Cm,2s,19.0,24526.0,1.0
Cm,2p1/2,10.5,23651.0,0.3333333333333333
Cm,2p3/2,9.0,18970.0,0.6666666666666666
Cm,3s,22.0,6337.0,1.0
Cm,3p1/2,16.0,5937.0,0.3333333333333333
Cm,3p3/2,10.0,4838.0,0.6666666666666666
Cm,3d3/2,4.7,4224.0,0.4
Cm,3d5/2,4.3,4009.0,0.6
Cm,4s,13.0,1684.0,1.0
Cm,4p1/2,8.0,1498.0,0.3333333333333333
Cm,4p3/2,8.0,1207.0,0.6666666666666666
Cm,4d3/2,5.0,916.0,0.4
Cm,4d5/2,5.0,862.0,0.6
Cm,4f5/2,0.5624,484.0,0.42857142857142855
Cm,4f7/2,0.5624,470.0,0.5714285714285714
Cm,5s,0.1,383.0,1.0
Cm,5p1/2,0.1,313.0,0.3333333333333333
Cm,5p3/2,0.1,229.0,0.6666666666666666
Cm,5d3/2,0.1,124.0,0.4
Cm,5d5/2,0.1,110.0,0.6
Cm,6s,0.1,50.0,1.0
Cm,6p1/2,0.1,30.0,0.3333333333333333
Cm,6p3/2,0.1,16.0,0.6666666666666666
Bk,1s,105.0,131556.0,1.0
Bk,2s,19.0,25256.0,1.0
Bk,2p1/2,10.5,24371.0,0.3333333333333333
Bk,2p3/2,9.0,19435.0,0.6666666666666666
Bk,3s,22.0,6545.0,1.0
Bk,3p1/2,16.0,6138.0,0.3333333333333333
Bk,3p3/2,10.0,4976.0,0.6666666666666666
Bk,3d3/2,4.7,4353.0,0.4
Bk,3d5/2,4.3,4127.0,0.6
Bk,4s,13.0,1748.0,1.0
Bk,4p1/2,8.0,1558.0,0.3333333333333333
Bk,4p3/2,8.0,1249.0,0.6666666666666666
Bk,4d3/2,5.0,955.0,0.4
Bk,4d5/2,5.0,898.0,0.6
Bk,4f5/2,0.6325,511.0,0.42857142857142855
Bk,4f7/2,0.6325,495.0,0.5714285714285714
Bk,5s,0.1,399.0,1.0
Bk,5p1/2,0.1,326.0,0.3333333333333333
Bk,5p3/2,0.1,237.0,0.6666666666666666
Bk,5d3/2,0.1,130.0,0.4
Bk,5d5/2,0.1,117.0,0.6
Bk,6s,0.1,52.0,1.0
Bk,6p1/2,0.1,32.0,0.3333333333333333
Bk,6p3/2,0.1,16.0,0.6666666666666666
Cf,1s,105.0,134939.0,1.0
Cf,2s,19.0,26010.0,1.0
Cf,2p1/2,10.5,25108.0,0.3333333333333333
Cf,2p3/2,9.0,19907.0,0.6666666666666666
Cf,3s,22.0,6761.0,1.0
Cf,3p1/2,16.0,6345.0,0.3333333333333333
Cf,3p3/2,10.0,5116.0,0.6666666666666666
Cf,3d3/2,4.7,4484.0,0.4
Cf,3d5/2,4.3,4247.0,0.6
Cf,4s,13.0,1813.0,1.0
Cf,4p1/2,8.0,1620.0,0.3333333333333333
Cf,4p3/2,8.0,1292.0,0.6666666666666666
Cf,4d3/2,5.0,991.0,0.4
Cf,4d5/2,5.0,930.0,0.6
Cf,4f5/2,0.7114,538.0,0.42857142857142855
Cf,4f7/2,0.7114,520.0,0.5714285714285714
Cf,5s,0.1,416.0,1.0
Cf,5p1/2,0.1,341.0,0.3333333333333333
Cf,5p3/2,0.1,245.0,0.6666666666666666
Cf,5d3/2,0.1,137.0,0.4
Cf,5d5/2,0.1,122.0,0.6
Cf,6s,0.1,54.0,1.0
Cf,6p1/2,0.1,33.0,0.3333333333333333
Cf,6p3/2,0.1,17.0,0.6666666666666666
