,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4p,4p,4p,4s,4s,4s,5s,5s,5s
3265.2,0.03031,0.029755,0.02959,0.012858,0.012344,0.012322,0.0050549,0.0041685,0.0040039,0.012649,0.012149,0.011464,0.0049589,0.0052003,0.0049702,0.0017546,0.0017037,0.0016085,0.00087063,0.0009154,0.00087655,6.2498e-05,8.087e-05,7.7533e-05
3278.8,0.030062,0.029519,0.029357,0.012789,0.01228,0.012259,0.0049837,0.0041042,0.0039446,0.012536,0.012027,0.011348,0.0049262,0.0051621,0.0049327,0.001738,0.0016857,0.0015914,0.00086422,0.00090807,0.00086933,5.8586e-05,8.0291e-05,7.6887e-05
3292.41,0.029817,0.029284,0.029127,0.012721,0.012216,0.012196,0.0049137,0.0040411,0.0038864,0.012425,0.011906,0.011234,0.0048937,0.0051243,0.0048955,0.0017216,0.0016679,0.0015746,0.00085788,0.00090082,0.00086218,6.3101e-05,7.9713e-05,7.6248e-05
3306.01,0.029574,0.029052,0.028899,0.012653,0.012153,0.012133,0.0048449,0.0039792,0.0038294,0.012315,0.011786,0.011122,0.0048616,0.0050868,0.0048587,0.0017054,0.0016503,0.001558,0.00085161,0.00089363,0.00085511,7.4146e-05,7.9102e-05,7.5616e-05
3319.62,0.029333,0.028823,0.028674,0.012585,0.01209,0.012071,0.0047772,0.0039184,0.0037733,0.012206,0.011668,0.01101,0.0048297,0.0050496,0.0048222,0.0016894,0.001633,0.0015416,0.0008454,0.00088652,0.00084811,8.6648e-05,7.8444e-05,7.499e-05
3333.22,0.029095,0.028596,0.028451,0.012518,0.012027,0.012009,0.0047106,0.0038587,0.0037183,0.012099,0.011552,0.010901,0.0047981,0.0050127,0.004786,0.0016736,0.0016159,0.0015255,0.00083926,0.00087947,0.00084117,9.3675e-05,7.7749e-05,7.437e-05
3346.83,0.02886,0.028372,0.02823,0.012451,0.011965,0.011948,0.0046449,0.0038,0.0036642,0.011994,0.011437,0.010792,0.0047669,0.0049762,0.0047502,0.0016581,0.0015991,0.0015096,0.00083319,0.00087251,0.00083432,9.0767e-05,7.7051e-05,7.3757e-05
3360.43,0.028628,0.028151,0.028013,0.012387,0.011905,0.011888,0.0045807,0.0037427,0.0036114,0.01189,0.011324,0.010686,0.0047367,0.0049408,0.0047155,0.0016427,0.0015825,0.001494,0.00082732,0.00086575,0.00082768,7.9512e-05,7.6399e-05,7.3163e-05
3374.04,0.028398,0.027931,0.027797,0.012321,0.011844,0.011828,0.004517,0.003686,0.0035591,0.011787,0.011212,0.010581,0.0047062,0.0049051,0.0046805,0.0016275,0.0015661,0.0014785,0.0008214,0.00085895,0.00082099,6.6109e-05,7.5792e-05,7.2565e-05
3387.64,0.02817,0.027713,0.027583,0.012256,0.011783,0.011768,0.0044544,0.0036303,0.0035078,0.011685,0.011101,0.010476,0.0046761,0.0048699,0.004646,0.0016125,0.0015499,0.0014632,0.00081558,0.00085225,0.00081441,5.6778e-05,7.5242e-05,7.1976e-05
3401.25,0.027944,0.027498,0.027371,0.012191,0.011723,0.011709,0.0043927,0.0035756,0.0034574,0.011584,0.010992,0.010374,0.0046464,0.0048351,0.0046119,0.0015977,0.001534,0.0014481,0.00080983,0.00084562,0.0008079,5.4761e-05,7.4722e-05,7.1394e-05
3414.85,0.02772,0.027284,0.027161,0.012127,0.011663,0.01165,0.004332,0.0035218,0.0034079,0.011484,0.010884,0.010272,0.004617,0.0048005,0.0045781,0.0015831,0.0015182,0.0014333,0.00080414,0.00083906,0.00080146,6.0407e-05,7.4196e-05,7.0818e-05
3428.46,0.027498,0.027072,0.026952,0.012063,0.011604,0.011591,0.0042723,0.003469,0.0033593,0.011386,0.010777,0.010171,0.0045879,0.0047663,0.0045445,0.0015686,0.0015026,0.0014186,0.00079851,0.00083256,0.00079508,7.1495e-05,7.3636e-05,7.0248e-05
3442.06,0.027278,0.026862,0.026746,0.011999,0.011545,0.011532,0.0042135,0.0034172,0.0033115,0.011288,0.010671,0.010072,0.0045589,0.0047322,0.0045112,0.0015543,0.0014872,0.001404,0.00079292,0.00082611,0.00078875,8.2963e-05,7.3031e-05,6.9682e-05
3455.67,0.027059,0.026653,0.02654,0.011935,0.011485,0.011473,0.0041557,0.0033663,0.0032647,0.011192,0.010567,0.0099736,0.0045298,0.004698,0.0044778,0.0015402,0.0014719,0.0013896,0.00078732,0.00081965,0.00078242,8.8498e-05,7.239e-05,6.9115e-05
3469.27,0.026848,0.026453,0.026343,0.011876,0.01143,0.011419,0.0040988,0.0033164,0.0032187,0.011099,0.010466,0.0098788,0.004503,0.0046663,0.0044468,0.0015266,0.0014572,0.0013758,0.00078214,0.00081362,0.00077651,8.4681e-05,7.1783e-05,6.8586e-05
3482.88,0.026634,0.026249,0.026142,0.011812,0.011371,0.011361,0.0040427,0.0032672,0.0031734,0.011004,0.010364,0.009783,0.0044746,0.0046329,0.0044141,0.0015128,0.0014423,0.0013618,0.00077668,0.00080731,0.00077033,7.3552e-05,7.1178e-05,6.8033e-05
3496.48,0.026424,0.026048,0.025944,0.01175,0.011314,0.011304,0.0039874,0.0032188,0.0031288,0.010912,0.010263,0.0096889,0.0044469,0.0046002,0.0043822,0.0014993,0.0014277,0.0013481,0.00077136,0.00080115,0.00076429,6.1067e-05,7.0632e-05,6.7493e-05
3510.09,0.026216,0.025849,0.025749,0.011689,0.011257,0.011248,0.0039329,0.0031713,0.003085,0.01082,0.010164,0.009596,0.0044196,0.004568,0.0043507,0.001486,0.0014133,0.0013345,0.00076612,0.00079507,0.00075834,5.2708e-05,7.0136e-05,6.6961e-05
3523.69,0.026009,0.025652,0.025555,0.011628,0.011201,0.011192,0.0038791,0.0031245,0.0030419,0.01073,0.010066,0.0095041,0.0043927,0.0045361,0.0043196,0.0014729,0.0013991,0.0013212,0.00076095,0.00078906,0.00075246,5.1208e-05,6.9666e-05,6.6435e-05
3537.3,0.025804,0.025457,0.025362,0.011568,0.011145,0.011137,0.0038262,0.0030785,0.0029996,0.01064,0.0099695,0.0094133,0.004366,0.0045045,0.0042888,0.0014598,0.0013851,0.0013079,0.00075583,0.00078311,0.00074664,5.6764e-05,6.9189e-05,6.5914e-05
3550.9,0.025601,0.025263,0.025171,0.011508,0.011089,0.011081,0.0037741,0.0030333,0.002958,0.010552,0.0098735,0.0093234,0.0043395,0.0044731,0.0042582,0.0014469,0.0013712,0.0012949,0.00075075,0.00077721,0.00074087,6.7301e-05,6.868e-05,6.5398e-05
3564.51,0.025399,0.02507,0.024981,0.011447,0.011033,0.011026,0.0037229,0.002989,0.0029171,0.010463,0.0097784,0.0092342,0.0043131,0.0044418,0.0042277,0.0014341,0.0013574,0.0012819,0.0007457,0.00077133,0.00073512,7.8169e-05,6.8128e-05,6.4884e-05
3578.11,0.025197,0.024877,0.024791,0.011386,0.010976,0.010969,0.0036724,0.0029454,0.0028769,0.010375,0.0096836,0.0091455,0.0042863,0.0044102,0.0041968,0.0014213,0.0013436,0.001269,0.00074059,0.0007654,0.00072933,8.3568e-05,6.754e-05,6.4367e-05
3591.72,0.025007,0.024696,0.024613,0.011331,0.010925,0.010919,0.0036228,0.0029026,0.0028376,0.010293,0.0095941,0.0090616,0.0042623,0.0043813,0.0041687,0.0014093,0.0013307,0.0012568,0.00073596,0.00075997,0.00072402,8.0277e-05,6.6991e-05,6.3892e-05
3605.32,0.024812,0.02451,0.024429,0.011271,0.010871,0.010865,0.0035739,0.0028605,0.0027988,0.010208,0.0095025,0.0089759,0.0042367,0.0043509,0.0041391,0.0013969,0.0013174,0.0012444,0.00073107,0.00075427,0.00071846,6.9982e-05,6.6442e-05,6.3394e-05
3618.93,0.024619,0.024326,0.024247,0.011213,0.010817,0.010812,0.0035256,0.0028191,0.0027606,0.010124,0.0094124,0.0088916,0.0042115,0.0043209,0.0041099,0.0013848,0.0013044,0.0012322,0.00072627,0.00074866,0.00071298,5.8071e-05,6.5943e-05,6.2905e-05
3632.53,0.024428,0.024144,0.024068,0.011155,0.010763,0.010759,0.003478,0.0027783,0.002723,0.010042,0.0093235,0.0088084,0.0041867,0.0042913,0.0040811,0.0013728,0.0012915,0.0012201,0.00072153,0.00074312,0.00070758,4.9695e-05,6.5489e-05,6.2422e-05
3646.14,0.02424,0.023964,0.02389,0.011098,0.01071,0.010706,0.003431,0.0027382,0.002686,0.0099603,0.0092356,0.0087262,0.0041622,0.0042621,0.0040527,0.001361,0.0012789,0.0012082,0.00071686,0.00073766,0.00070225,4.7553e-05,6.5063e-05,6.1946e-05
3659.74,0.024052,0.023785,0.023714,0.011041,0.010658,0.010654,0.0033847,0.0026987,0.0026496,0.0098794,0.0091485,0.0086448,0.0041379,0.0042331,0.0040245,0.0013493,0.0012663,0.0011965,0.00071224,0.00073224,0.00069698,5.2031e-05,6.4634e-05,6.1475e-05
3673.35,0.023866,0.023607,0.023538,0.010984,0.010606,0.010603,0.0033391,0.0026599,0.0026138,0.0097992,0.0090622,0.0085642,0.0041139,0.0042043,0.0039965,0.0013377,0.0012538,0.0011848,0.00070765,0.00072688,0.00069175,6.1533e-05,6.4178e-05,6.1008e-05
3686.95,0.023678,0.023427,0.023361,0.010927,0.010552,0.01055,0.003294,0.0026216,0.0025785,0.0097184,0.0089756,0.0084833,0.0040896,0.0041753,0.0039684,0.001326,0.0012414,0.0011731,0.00070305,0.00072149,0.0006865,7.2138e-05,6.368e-05,6.054e-05
3700.56,0.023506,0.023264,0.0232,0.010874,0.010504,0.010502,0.0032504,0.0025846,0.0025445,0.0096444,0.0088954,0.0084084,0.0040673,0.0041483,0.0039422,0.0013153,0.0012298,0.0011623,0.00069877,0.00071644,0.00068158,7.8545e-05,6.318e-05,6.0101e-05
3714.16,0.023323,0.023088,0.023026,0.010817,0.010452,0.01045,0.0032067,0.0025476,0.0025104,0.0095655,0.0088109,0.0083295,0.0040435,0.0041199,0.0039146,0.001304,0.0012176,0.0011509,0.00069426,0.00071115,0.00067644,7.7017e-05,6.2649e-05,5.9642e-05
3727.77,0.023143,0.022917,0.022857,0.010762,0.0104,0.010399,0.0031638,0.0025114,0.002477,0.0094887,0.0087285,0.0082526,0.0040203,0.004092,0.0038875,0.0012929,0.0012058,0.0011398,0.00068984,0.00070597,0.0006714,6.8319e-05,6.2144e-05,5.9192e-05
3741.37,0.022966,0.022748,0.022691,0.010707,0.010349,0.010349,0.0031215,0.0024758,0.0024441,0.009413,0.0086473,0.0081768,0.0039973,0.0040644,0.0038607,0.001282,0.0011941,0.0011289,0.00068548,0.00070084,0.00066641,5.696e-05,6.168e-05,5.8748e-05
3754.98,0.022792,0.022581,0.022526,0.010652,0.010299,0.010299,0.0030798,0.0024407,0.0024118,0.0093382,0.0085672,0.0081021,0.0039746,0.0040371,0.0038343,0.0012713,0.0011826,0.0011181,0.00068118,0.00069578,0.0006615,4.7969e-05,6.126e-05,5.831e-05
3768.58,0.022619,0.022416,0.022363,0.010598,0.010249,0.010249,0.0030386,0.0024062,0.0023799,0.0092644,0.008488,0.0080282,0.0039522,0.0040101,0.0038082,0.0012606,0.0011712,0.0011075,0.00067694,0.00069078,0.00065664,4.4378e-05,6.087e-05,5.7877e-05
3782.19,0.022447,0.022252,0.022201,0.010544,0.0102,0.010201,0.002998,0.0023722,0.0023485,0.0091912,0.0084097,0.0079552,0.0039301,0.0039835,0.0037824,0.0012501,0.00116,0.001097,0.00067274,0.00068584,0.00065184,4.7015e-05,6.0485e-05,5.745e-05
3795.79,0.022277,0.022089,0.02204,0.010491,0.010151,0.010152,0.0029578,0.0023386,0.0023176,0.0091185,0.0083319,0.0078828,0.0039082,0.0039571,0.0037568,0.0012396,0.0011488,0.0010865,0.0006686,0.00068095,0.0006471,5.4959e-05,6.0081e-05,5.7027e-05
3809.4,0.022106,0.021925,0.021879,0.010438,0.010102,0.010103,0.0029182,0.0023056,0.0022871,0.0090459,0.0082544,0.0078106,0.0038864,0.0039307,0.0037313,0.0012291,0.0011377,0.0010762,0.00066446,0.00067608,0.00064237,6.5273e-05,5.9642e-05,5.6606e-05
3823.0,0.021946,0.021772,0.021728,0.010386,0.010054,0.010056,0.0028801,0.0022739,0.0022578,0.0089776,0.008181,0.0077423,0.0038654,0.0039052,0.0037066,0.0012192,0.0011272,0.0010663,0.00066047,0.00067135,0.00063779,7.3236e-05,5.9183e-05,5.6198e-05
3836.61,0.021778,0.021612,0.02157,0.010333,0.010006,0.010008,0.0028416,0.0022419,0.0022283,0.0089066,0.0081054,0.0076718,0.0038439,0.0038793,0.0036816,0.001209,0.0011164,0.0010562,0.00065643,0.00066657,0.00063315,7.4558e-05,5.8703e-05,5.5786e-05
3850.21,0.021614,0.021455,0.021414,0.010281,0.0099578,0.0099604,0.0028038,0.0022107,0.0021994,0.0088368,0.008031,0.0076026,0.0038227,0.0038536,0.0036568,0.001199,0.0011057,0.0010463,0.00065242,0.00066184,0.00062857,6.8406e-05,5.8234e-05,5.5378e-05
3863.82,0.021451,0.0213,0.02126,0.010229,0.0099099,0.0099129,0.0027667,0.0021799,0.002171,0.0087679,0.0079576,0.0075343,0.0038017,0.0038282,0.0036322,0.0011891,0.0010952,0.0010365,0.00064845,0.00065715,0.00062403,5.7979e-05,5.7796e-05,5.4974e-05
3877.42,0.021291,0.021146,0.021109,0.010177,0.0098624,0.0098657,0.00273,0.0021497,0.0021431,0.0086999,0.0078851,0.0074669,0.0037809,0.003803,0.0036079,0.0011794,0.0010849,0.0010268,0.00064453,0.00065251,0.00061954,4.8115e-05,5.7399e-05,5.4575e-05
3891.03,0.021132,0.020994,0.020959,0.010126,0.0098154,0.009819,0.0026938,0.0021199,0.0021155,0.0086328,0.0078136,0.0074004,0.0037603,0.0037781,0.0035839,0.0011698,0.0010746,0.0010173,0.00064065,0.00064792,0.0006151,4.244e-05,5.7035e-05,5.418e-05
3904.63,0.020975,0.020844,0.02081,0.010075,0.0097688,0.0097728,0.002658,0.0020905,0.0020883,0.0085664,0.007743,0.0073347,0.00374,0.0037534,0.0035601,0.0011603,0.0010646,0.0010079,0.00063683,0.00064339,0.00061072,4.2449e-05,5.6685e-05,5.3791e-05
3918.24,0.020819,0.020694,0.020662,0.010025,0.0097228,0.0097271,0.0026226,0.0020615,0.0020615,0.0085005,0.0076729,0.0072696,0.0037199,0.0037291,0.0035366,0.0011509,0.0010546,0.00099858,0.00063305,0.00063892,0.00060639,4.797e-05,5.6328e-05,5.3406e-05
3931.84,0.020662,0.020544,0.020514,0.0099753,0.009677,0.0096816,0.0025875,0.0020328,0.0020349,0.0084344,0.0076029,0.0072046,0.0037,0.0037049,0.0035134,0.0011415,0.0010446,0.00098929,0.00062932,0.00063448,0.0006021,5.7193e-05,5.5945e-05,5.3025e-05
3945.45,0.020514,0.020403,0.020374,0.0099259,0.0096317,0.0096366,0.0025543,0.0020056,0.0020098,0.0083719,0.0075362,0.0071426,0.0036804,0.0036811,0.0034904,0.0011326,0.001035,0.00098042,0.00062563,0.0006301,0.00059787,6.6396e-05,5.5533e-05,5.2649e-05
3959.05,0.020361,0.020256,0.020229,0.0098766,0.0095864,0.0095917,0.0025203,0.0019779,0.0019842,0.0083075,0.0074681,0.0070794,0.0036609,0.0036573,0.0034675,0.0011234,0.0010253,0.00097138,0.00062196,0.00062575,0.00059366,7.1073e-05,5.51e-05,5.2275e-05
3972.66,0.02021,0.020112,0.020086,0.0098274,0.0095413,0.0095468,0.002487,0.0019508,0.0019591,0.008244,0.0074008,0.0070169,0.0036414,0.0036337,0.0034448,0.0011143,0.0010158,0.00096246,0.00061832,0.00062142,0.00058949,6.8632e-05,5.4665e-05,5.1904e-05
3986.26,0.020061,0.019968,0.019944,0.0097783,0.0094963,0.0095021,0.0024542,0.0019242,0.0019344,0.0081811,0.0073343,0.0069552,0.0036221,0.0036102,0.0034222,0.0011054,0.0010063,0.00095366,0.0006147,0.00061712,0.00058534,6.0282e-05,5.4249e-05,5.1536e-05
3999.87,0.019913,0.019827,0.019804,0.0097295,0.0094514,0.0094576,0.0024218,0.001898,0.0019102,0.008119,0.0072687,0.0068943,0.0036029,0.0035869,0.0033998,0.0010965,0.00099696,0.00094496,0.00061111,0.00061286,0.00058123,5.0085e-05,5.3866e-05,5.1171e-05
4013.47,0.019767,0.019687,0.019665,0.0096809,0.0094069,0.0094133,0.0023899,0.0018723,0.0018863,0.0080576,0.0072038,0.0068342,0.0035839,0.0035638,0.0033776,0.0010877,0.00098774,0.00093639,0.00060756,0.00060864,0.00057716,4.2216e-05,5.3519e-05,5.0809e-05
4027.08,0.019622,0.019548,0.019528,0.0096328,0.0093628,0.0093695,0.0023584,0.0018469,0.0018627,0.007997,0.0071398,0.0067749,0.0035651,0.0035409,0.0033556,0.0010791,0.00097864,0.00092793,0.00060405,0.00060446,0.00057314,3.9095e-05,5.3195e-05,5.0452e-05
4040.68,0.019479,0.019411,0.019393,0.0095851,0.0093191,0.009326,0.0023272,0.0018217,0.0018394,0.0079371,0.0070766,0.0067162,0.0035465,0.0035183,0.0033339,0.0010706,0.00096965,0.00091958,0.00060058,0.00060033,0.00056916,4.1363e-05,5.2875e-05,5.0098e-05
4054.29,0.019337,0.019275,0.019258,0.0095381,0.009276,0.0092832,0.0022961,0.0017968,0.0018162,0.0078774,0.0070137,0.006658,0.0035282,0.003496,0.0033125,0.0010621,0.00096073,0.00091129,0.00059717,0.00059626,0.00056525,4.8298e-05,5.2542e-05,4.975e-05
4067.89,0.019198,0.019142,0.019126,0.0094916,0.0092334,0.0092409,0.0022669,0.0017733,0.0017945,0.0078193,0.0069524,0.0066012,0.0035102,0.003474,0.0032914,0.0010538,0.00095203,0.0009032,0.0005938,0.00059224,0.00056138,5.7553e-05,5.2184e-05,4.9407e-05
4081.5,0.019058,0.019008,0.018993,0.0094451,0.0091909,0.0091986,0.0022369,0.0017493,0.0017721,0.0077609,0.006891,0.0065444,0.0034922,0.003452,0.0032703,0.0010455,0.00094332,0.00089511,0.00059045,0.00058825,0.00055753,6.52e-05,5.1798e-05,4.9065e-05
4095.1,0.01892,0.018875,0.018862,0.0093988,0.0091485,0.0091564,0.0022074,0.0017258,0.0017503,0.007703,0.0068302,0.006488,0.0034743,0.0034303,0.0032494,0.0010373,0.00093469,0.0008871,0.00058713,0.00058428,0.00055372,6.7406e-05,5.1399e-05,4.8726e-05
4108.71,0.018782,0.018743,0.018731,0.0093527,0.0091063,0.0091144,0.0021783,0.0017026,0.0017287,0.0076455,0.0067699,0.0064322,0.0034565,0.0034086,0.0032287,0.0010292,0.00092615,0.00087918,0.00058382,0.00058034,0.00054994,6.2917e-05,5.1005e-05,4.839e-05
4122.31,0.018646,0.018612,0.018602,0.0093066,0.0090641,0.0090725,0.0021497,0.0016799,0.0017076,0.0075886,0.0067103,0.0063771,0.0034388,0.0033871,0.0032081,0.0010212,0.00091771,0.00087134,0.00058054,0.00057643,0.00054618,5.3961e-05,5.0634e-05,4.8055e-05
4135.92,0.018511,0.018483,0.018473,0.0092607,0.0090221,0.0090306,0.0021215,0.0016575,0.0016868,0.0075323,0.0066514,0.0063225,0.0034212,0.0033656,0.0031875,0.0010132,0.00090936,0.00086359,0.00057728,0.00057254,0.00054244,4.4607e-05,5.0294e-05,4.7723e-05
4149.52,0.018378,0.018355,0.018346,0.009215,0.0089802,0.008989,0.0020937,0.0016355,0.0016663,0.0074767,0.0065932,0.0062687,0.0034037,0.0033443,0.0031672,0.0010054,0.00090113,0.00085595,0.00057404,0.00056867,0.00053874,3.8299e-05,4.9984e-05,4.7394e-05
4163.13,0.018246,0.018228,0.018221,0.0091693,0.0089384,0.0089474,0.0020662,0.0016137,0.001646,0.0074217,0.0065357,0.0062155,0.0033863,0.0033232,0.0031469,0.00099765,0.000893,0.00084841,0.00057082,0.00056484,0.00053506,3.6728e-05,4.9689e-05,4.7067e-05
4176.73,0.018116,0.018103,0.018097,0.0091243,0.0088972,0.0089064,0.0020389,0.0015921,0.0016259,0.0073675,0.006479,0.0061631,0.0033691,0.0033023,0.003127,0.00099,0.00088498,0.00084098,0.00056766,0.00056106,0.00053143,4.0126e-05,4.9394e-05,4.6745e-05
4190.34,0.017987,0.01798,0.017975,0.0090818,0.0088584,0.0088678,0.0020128,0.0015716,0.0016068,0.0073138,0.006423,0.0061114,0.003353,0.0032824,0.003108,0.00098244,0.00087707,0.00083365,0.00056466,0.00055744,0.00052797,4.7522e-05,4.9093e-05,4.6436e-05
4203.94,0.017859,0.017857,0.017853,0.0090375,0.0088179,0.0088274,0.0019862,0.0015507,0.0015873,0.0072605,0.0063674,0.00606,0.0033361,0.0032619,0.0030884,0.00097493,0.00086921,0.00082637,0.00056155,0.00055373,0.00052441,5.6364e-05,4.8756e-05,4.6121e-05
4217.55,0.017732,0.017735,0.017732,0.0089938,0.0087779,0.0087876,0.0019601,0.0015302,0.0015682,0.0072077,0.0063124,0.0060092,0.0033196,0.0032417,0.0030691,0.00096746,0.00086144,0.00081917,0.0005585,0.00055008,0.00052092,6.2871e-05,4.8398e-05,4.581e-05
4231.15,0.017606,0.017614,0.017611,0.0089504,0.0087382,0.0087481,0.0019343,0.0015101,0.0015493,0.0071551,0.0062577,0.0059587,0.0033032,0.0032217,0.00305,0.00096005,0.00085373,0.00081203,0.00055548,0.00054646,0.00051745,6.3801e-05,4.8032e-05,4.5502e-05
4244.76,0.017481,0.017493,0.017492,0.0089071,0.0086987,0.0087087,0.001909,0.0014902,0.0015308,0.007103,0.0062036,0.0059087,0.0032869,0.0032018,0.003031,0.00095269,0.0008461,0.00080496,0.00055248,0.00054287,0.00051401,5.8603e-05,4.7674e-05,4.5196e-05
4258.36,0.017356,0.017373,0.017373,0.0088639,0.0086592,0.0086693,0.001884,0.0014707,0.0015126,0.0070512,0.0061499,0.0058592,0.0032706,0.003182,0.0030121,0.0009454,0.00083853,0.00079796,0.00054949,0.00053929,0.00051059,4.9794e-05,4.7338e-05,4.4892e-05
4271.97,0.017233,0.017254,0.017255,0.0088206,0.0086196,0.0086299,0.0018594,0.0014515,0.0014947,0.0069999,0.0060968,0.0058102,0.0032544,0.0031622,0.0029933,0.00093817,0.00083105,0.00079103,0.00054651,0.00053572,0.00050718,4.1184e-05,4.7031e-05,4.4589e-05
4285.57,0.017111,0.017137,0.017138,0.0087772,0.0085799,0.0085903,0.0018351,0.0014327,0.001477,0.0069491,0.0060443,0.0057617,0.0032382,0.0031425,0.0029745,0.00093103,0.00082364,0.00078418,0.00054353,0.00053217,0.00050379,3.5734e-05,4.6748e-05,4.4287e-05
4299.18,0.01699,0.017021,0.017023,0.0087342,0.0085405,0.0085511,0.0018109,0.0014139,0.0014595,0.0068991,0.0059925,0.005714,0.0032221,0.0031229,0.0029559,0.00092401,0.00081636,0.00077744,0.00054059,0.00052864,0.00050042,3.479e-05,4.6478e-05,4.3989e-05
4312.78,0.016873,0.016908,0.016912,0.0086957,0.0085056,0.0085163,0.0017876,0.0013959,0.0014426,0.0068504,0.0059422,0.0056675,0.0032078,0.003105,0.0029389,0.00091719,0.00080927,0.00077089,0.00053794,0.00052542,0.00049734,3.846e-05,4.6227e-05,4.3715e-05
4326.39,0.016755,0.016794,0.016798,0.0086527,0.0084662,0.008477,0.0017642,0.0013778,0.0014256,0.0068012,0.0058914,0.0056207,0.0031918,0.0030856,0.0029204,0.0009103,0.00080212,0.00076428,0.00053501,0.00052192,0.00049401,4.5692e-05,4.5934e-05,4.3419e-05
4339.99,0.016638,0.016682,0.016687,0.008611,0.0084281,0.0084391,0.001741,0.0013599,0.0014088,0.0067526,0.0058413,0.0055746,0.0031763,0.0030667,0.0029024,0.00090352,0.00079508,0.00075777,0.00053218,0.00051853,0.00049077,5.4064e-05,4.5623e-05,4.3131e-05
4353.6,0.016522,0.01657,0.016576,0.0085699,0.0083906,0.0084016,0.0017182,0.0013423,0.0013923,0.0067045,0.0057918,0.0055289,0.0031611,0.0030481,0.0028847,0.0008968,0.00078812,0.00075134,0.00052939,0.00051518,0.00048758,6.0033e-05,4.5295e-05,4.2848e-05
4367.2,0.016407,0.016459,0.016465,0.0085292,0.0083533,0.0083645,0.0016957,0.001325,0.0013761,0.0066567,0.0057426,0.0054836,0.003146,0.0030296,0.0028672,0.00089014,0.00078121,0.00074495,0.00052664,0.00051187,0.00048442,6.0677e-05,4.4959e-05,4.2568e-05
4380.81,0.016292,0.016348,0.016356,0.0084886,0.0083163,0.0083275,0.0016734,0.0013079,0.00136,0.0066091,0.0056938,0.0054387,0.003131,0.0030113,0.0028498,0.00088352,0.00077436,0.00073863,0.0005239,0.00050858,0.00048129,5.5595e-05,4.4632e-05,4.2289e-05
4394.41,0.016178,0.016238,0.016247,0.008448,0.0082792,0.0082905,0.0016516,0.0012912,0.0013443,0.0065618,0.0056454,0.0053941,0.0031161,0.0029931,0.0028325,0.00087693,0.00076757,0.00073235,0.00052117,0.0005053,0.00047817,4.7175e-05,4.4325e-05,4.2013e-05
4408.02,0.016065,0.016129,0.016138,0.0084072,0.0082419,0.0082534,0.00163,0.0012747,0.0013287,0.0065148,0.0055974,0.0053498,0.0031011,0.0029748,0.0028151,0.00087038,0.00076082,0.00072612,0.00051844,0.00050202,0.00047505,3.8951e-05,4.4043e-05,4.1736e-05
4421.62,0.015951,0.016019,0.016029,0.0083652,0.0082034,0.0082149,0.0016087,0.0012584,0.0013135,0.0064676,0.0055493,0.0053055,0.0030857,0.0029561,0.0027974,0.0008638,0.00075408,0.00071989,0.00051564,0.00049869,0.00047188,3.3661e-05,4.3778e-05,4.1455e-05
4435.23,0.015852,0.015923,0.015934,0.0083335,0.008175,0.0081866,0.0015878,0.0012425,0.0012985,0.0064261,0.0055062,0.005266,0.0030742,0.0029412,0.0027833,0.00085799,0.00074803,0.00071432,0.00051349,0.00049598,0.0004693,3.261e-05,4.3578e-05,4.1226e-05
4448.83,0.015737,0.015813,0.015823,0.0082896,0.0081346,0.0081463,0.0015671,0.0012267,0.0012836,0.0063786,0.0054582,0.0052217,0.0030582,0.002922,0.002765,0.00085138,0.0007413,0.0007081,0.00051059,0.00049256,0.00046605,3.5831e-05,4.331e-05,4.0938e-05
4462.44,0.015628,0.015708,0.015719,0.0082496,0.008098,0.0081097,0.0015466,0.0012112,0.0012689,0.0063336,0.0054123,0.0051795,0.0030436,0.0029042,0.0027482,0.00084508,0.00073487,0.00070217,0.00050794,0.00048938,0.00046303,4.2542e-05,4.3046e-05,4.0671e-05
4476.04,0.015521,0.015604,0.015616,0.0082103,0.0080621,0.0080739,0.0015264,0.0011958,0.0012545,0.0062892,0.0053671,0.0051379,0.0030293,0.0028867,0.0027316,0.00083888,0.00072854,0.00069633,0.00050534,0.00048625,0.00046006,5.0595e-05,4.2763e-05,4.0408e-05
4489.65,0.015416,0.015502,0.015515,0.0081716,0.0080268,0.0080386,0.0015064,0.0011807,0.0012402,0.0062452,0.0053224,0.0050968,0.0030153,0.0028694,0.0027153,0.00083273,0.00072228,0.00069056,0.00050279,0.00048318,0.00045714,5.6755e-05,4.2463e-05,4.0149e-05
4503.25,0.01531,0.0154,0.015414,0.0081332,0.0079918,0.0080037,0.0014867,0.0011658,0.001226,0.0062015,0.0052781,0.0050561,0.0030014,0.0028524,0.0026992,0.00082664,0.00071608,0.00068485,0.00050027,0.00048013,0.00045425,5.8135e-05,4.2155e-05,3.9893e-05
4516.86,0.015206,0.015299,0.015313,0.0080952,0.007957,0.007969,0.0014672,0.0011511,0.0012121,0.0061581,0.0052341,0.0050156,0.0029877,0.0028355,0.0026832,0.00082059,0.00070992,0.00067917,0.00049776,0.00047711,0.00045139,5.4002e-05,4.1853e-05,3.964e-05
