,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4d,4d,4d,4p,4p,4p,4s,4s,4s
3673.35,0.030498,0.030087,0.029955,0.011254,0.01094,0.010872,0.009946,0.008609,0.008576,0.018654,0.016632,0.015931,0.0065574,0.0062004,0.0058548,0.0010393,0.0010622,0.00104,0.0037323,0.0034786,0.0033364,0.0015622,0.0015174,0.0014405
3686.95,0.030307,0.029902,0.029772,0.011207,0.010895,0.010827,0.0098218,0.0085001,0.0084727,0.018515,0.016489,0.015797,0.0065231,0.0061597,0.0058165,0.0010889,0.0010488,0.001027,0.0037009,0.0034464,0.0033061,0.0015522,0.0015061,0.0014298
3700.56,0.030138,0.029738,0.02961,0.011169,0.010859,0.010791,0.0097007,0.0083938,0.008372,0.018389,0.016358,0.015676,0.0064943,0.0061243,0.0057832,0.001146,0.0010356,0.0010143,0.0036724,0.0034168,0.0032782,0.0015435,0.0014961,0.0014203
3714.16,0.029952,0.029556,0.029432,0.011122,0.010815,0.010748,0.0095801,0.0082883,0.008272,0.018254,0.016219,0.015547,0.0064608,0.0060845,0.0057458,0.0012006,0.0010223,0.0010017,0.0036418,0.0033854,0.0032487,0.0015337,0.0014851,0.0014098
3727.77,0.029771,0.029381,0.029259,0.011078,0.010773,0.010706,0.0094614,0.0081845,0.0081735,0.018122,0.016083,0.01542,0.0064286,0.006046,0.0057096,0.0012431,0.0010089,0.00098935,0.0036122,0.0033549,0.00322,0.0015242,0.0014744,0.0013997
3741.37,0.029593,0.029207,0.029088,0.011035,0.010731,0.010665,0.0093442,0.0080822,0.0080764,0.017992,0.01595,0.015296,0.0063969,0.006008,0.0056739,0.001265,0.00099555,0.00097715,0.0035829,0.0033248,0.0031917,0.0015148,0.0014639,0.0013897
3754.98,0.029416,0.029035,0.028918,0.010991,0.01069,0.010624,0.0092284,0.0079812,0.0079806,0.017863,0.015817,0.015173,0.0063656,0.0059705,0.0056388,0.0012613,0.00098232,0.00096512,0.003554,0.0032951,0.0031638,0.0015055,0.0014535,0.0013798
3768.58,0.029241,0.028864,0.02875,0.010949,0.01065,0.010584,0.0091139,0.0078816,0.007886,0.017735,0.015686,0.015051,0.0063347,0.0059334,0.0056039,0.0012305,0.00096927,0.00095325,0.0035253,0.0032657,0.0031361,0.0014963,0.0014433,0.0013701
3782.19,0.029066,0.028693,0.028582,0.010906,0.010609,0.010544,0.009001,0.0077834,0.0077928,0.017608,0.015556,0.014931,0.0063039,0.0058965,0.0055693,0.0011757,0.00095652,0.00094155,0.0034969,0.0032365,0.0031087,0.0014871,0.0014331,0.0013604
3795.79,0.02889,0.028523,0.028413,0.010863,0.010568,0.010503,0.0088894,0.0076865,0.0077007,0.017481,0.015426,0.01481,0.006273,0.0058596,0.0055348,0.0011037,0.0009441,0.00093002,0.0034685,0.0032075,0.0030814,0.0014779,0.0014229,0.0013508
3809.4,0.028714,0.028351,0.028244,0.010819,0.010526,0.010462,0.0087795,0.0075913,0.0076102,0.017354,0.015297,0.01469,0.0062418,0.0058225,0.0055,0.0010236,0.00093211,0.00091868,0.0034403,0.0031786,0.0030543,0.0014687,0.0014127,0.0013411
3823.0,0.028555,0.028196,0.028092,0.010781,0.01049,0.010426,0.008673,0.007499,0.0075226,0.017238,0.015177,0.014579,0.006214,0.0057886,0.0054683,0.00094565,0.00092073,0.00090771,0.0034142,0.0031517,0.0030291,0.0014602,0.0014033,0.0013322
3836.61,0.028383,0.028028,0.027926,0.010738,0.010449,0.010385,0.0085661,0.0074066,0.0074347,0.017114,0.015051,0.014461,0.0061834,0.0057522,0.0054342,0.00087837,0.00090953,0.00089671,0.0033865,0.0031235,0.0030026,0.0014512,0.0013934,0.0013228
3850.21,0.028214,0.027863,0.027763,0.010696,0.010409,0.010345,0.008461,0.0073158,0.0073484,0.016992,0.014927,0.014346,0.0061535,0.0057165,0.0054007,0.00082893,0.00089871,0.00088592,0.0033595,0.0030959,0.0029766,0.0014423,0.0013836,0.0013135
3863.82,0.028047,0.027701,0.027603,0.010654,0.010369,0.010306,0.0083573,0.0072264,0.0072634,0.016872,0.014805,0.014233,0.0061239,0.0056812,0.0053677,0.00080144,0.00088815,0.00087528,0.0033329,0.0030687,0.0029511,0.0014336,0.0013739,0.0013044
3877.42,0.027882,0.02754,0.027445,0.010613,0.01033,0.010267,0.0082549,0.0071381,0.0071794,0.016753,0.014684,0.014121,0.0060948,0.0056463,0.0053351,0.00079706,0.00087776,0.0008648,0.0033066,0.0030418,0.0029259,0.0014249,0.0013644,0.0012953
3891.03,0.027718,0.027381,0.027288,0.010572,0.010291,0.010229,0.0081536,0.007051,0.0070965,0.016636,0.014565,0.01401,0.006066,0.0056118,0.0053029,0.00081419,0.00086745,0.00085444,0.0032805,0.0030153,0.002901,0.0014165,0.001355,0.0012864
3904.63,0.027556,0.027222,0.027131,0.010531,0.010252,0.010191,0.0080535,0.006965,0.0070146,0.016519,0.014446,0.0139,0.0060374,0.0055777,0.005271,0.0008488,0.00085714,0.00084422,0.0032547,0.002989,0.0028763,0.0014081,0.0013457,0.0012776
3918.24,0.027392,0.027063,0.026974,0.010491,0.010213,0.010152,0.0079542,0.0068798,0.0069334,0.016402,0.014328,0.013791,0.006009,0.0055437,0.0052392,0.00089488,0.00084676,0.00083409,0.003229,0.0029628,0.0028517,0.0013998,0.0013365,0.0012689
3931.84,0.027226,0.0269,0.026814,0.010449,0.010174,0.010113,0.0078559,0.0067956,0.0068531,0.016283,0.014209,0.01368,0.00598,0.0055093,0.0052071,0.000945,0.0008363,0.00082409,0.003203,0.0029364,0.0028269,0.0013915,0.0013271,0.0012601
3945.45,0.027079,0.026757,0.026673,0.010412,0.010138,0.010078,0.0077631,0.0067161,0.0067776,0.016177,0.0141,0.01358,0.0059536,0.0054774,0.0051774,0.00099162,0.00082624,0.00081466,0.0031794,0.0029123,0.0028043,0.0013838,0.0013184,0.0012518
3959.05,0.026918,0.0266,0.026518,0.010372,0.0101,0.01004,0.0076679,0.0066348,0.0067,0.016062,0.013985,0.013473,0.0059255,0.0054438,0.0051461,0.001026,0.00081577,0.000805,0.0031543,0.0028868,0.0027804,0.0013757,0.0013094,0.0012433
3972.66,0.02676,0.026446,0.026366,0.010331,0.010062,0.010002,0.0075745,0.0065551,0.006624,0.01595,0.013871,0.013368,0.0058976,0.0054107,0.0051152,0.0010424,0.0008054,0.00079554,0.0031296,0.0028618,0.0027569,0.0013678,0.0013004,0.0012348
3986.26,0.026603,0.026293,0.026215,0.010292,0.010023,0.0099643,0.0074825,0.0064767,0.0065492,0.015838,0.013759,0.013264,0.00587,0.0053778,0.0050845,0.0010369,0.00079515,0.00078623,0.0031052,0.0028371,0.0027337,0.00136,0.0012915,0.0012264
3999.87,0.026449,0.026143,0.026067,0.010252,0.0099858,0.009927,0.0073917,0.0063994,0.0064754,0.015728,0.013649,0.013161,0.0058427,0.0053452,0.0050542,0.001009,0.00078506,0.00077706,0.0030812,0.0028127,0.0027109,0.0013523,0.0012827,0.0012181
4013.47,0.026296,0.025993,0.025919,0.010213,0.0099485,0.0098901,0.007302,0.0063231,0.0064025,0.015619,0.01354,0.01306,0.0058157,0.0053131,0.0050243,0.00096152,0.00077519,0.000768,0.0030574,0.0027887,0.0026884,0.0013447,0.0012741,0.0012099
4027.08,0.026144,0.025845,0.025773,0.010174,0.0099117,0.0098536,0.0072132,0.0062476,0.0063305,0.015512,0.013432,0.01296,0.005789,0.0052813,0.0049947,0.00090009,0.00076557,0.00075905,0.0030339,0.0027649,0.0026661,0.0013372,0.0012655,0.0012019
4040.68,0.025993,0.025698,0.025627,0.010136,0.0098751,0.0098174,0.0071249,0.0061727,0.0062589,0.015404,0.013324,0.012861,0.0057626,0.0052498,0.0049654,0.00083218,0.0007562,0.00075016,0.0030106,0.0027413,0.0026439,0.0013299,0.001257,0.0011939
4054.29,0.025839,0.025547,0.025479,0.010097,0.0098384,0.009781,0.007037,0.0060982,0.0061875,0.015296,0.013216,0.012761,0.0057362,0.0052184,0.0049362,0.00076578,0.00074706,0.00074131,0.002987,0.0027176,0.0026217,0.0013225,0.0012486,0.0011859
4067.89,0.025699,0.02541,0.025344,0.01006,0.0098029,0.0097459,0.0069556,0.0060295,0.006122,0.015195,0.013115,0.012667,0.0057105,0.0051877,0.0049077,0.00070884,0.0007388,0.00073317,0.0029651,0.0026954,0.0026009,0.0013154,0.0012404,0.0011782
4081.5,0.025549,0.025264,0.0252,0.010022,0.0097666,0.0097099,0.0068707,0.0059577,0.0060534,0.01509,0.01301,0.01257,0.0056845,0.0051568,0.004879,0.00066595,0.00073031,0.00072466,0.0029423,0.0026724,0.0025793,0.0013082,0.0012321,0.0011704
4095.1,0.025401,0.02512,0.025057,0.0099841,0.0097303,0.009674,0.0067875,0.0058875,0.0059861,0.014985,0.012906,0.012474,0.0056586,0.0051261,0.0048504,0.00064116,0.00072208,0.00071632,0.0029197,0.0026496,0.002558,0.001301,0.0012239,0.0011626
4108.71,0.025254,0.024976,0.024916,0.0099461,0.009694,0.009638,0.0067056,0.0058185,0.00592,0.014882,0.012804,0.012379,0.0056328,0.0050955,0.004822,0.00063564,0.00071403,0.00070814,0.0028973,0.0026272,0.002537,0.0012939,0.0012157,0.0011549
4122.31,0.025109,0.024834,0.024776,0.0099082,0.0096578,0.0096022,0.0066249,0.0057505,0.005855,0.014779,0.012702,0.012285,0.0056071,0.005065,0.0047938,0.0006484,0.00070607,0.00070008,0.0028753,0.002605,0.0025162,0.0012868,0.0012076,0.0011473
4135.92,0.024966,0.024694,0.024637,0.0098706,0.0096219,0.0095667,0.0065453,0.0056835,0.0057908,0.014678,0.012602,0.012192,0.0055816,0.0050349,0.0047658,0.0006765,0.00069813,0.00069214,0.0028535,0.0025831,0.0024957,0.0012797,0.0011995,0.0011398
4149.52,0.024824,0.024556,0.0245,0.0098334,0.0095864,0.0095315,0.0064665,0.0056174,0.0057274,0.014578,0.012503,0.012101,0.0055565,0.0050051,0.0047382,0.00071534,0.00069015,0.00068429,0.002832,0.0025615,0.0024755,0.0012728,0.0011916,0.0011323
4163.13,0.024683,0.024418,0.024365,0.0097965,0.0095512,0.0094967,0.0063883,0.0055517,0.0056644,0.014479,0.012405,0.01201,0.0055316,0.0049757,0.0047109,0.00075906,0.00068208,0.00067651,0.0028107,0.0025402,0.0024555,0.0012658,0.0011838,0.001125
4176.73,0.024543,0.024281,0.024229,0.0097603,0.0095167,0.0094624,0.0063104,0.0054864,0.0056017,0.014381,0.012308,0.01192,0.0055071,0.0049466,0.004684,0.00080107,0.00067388,0.00066875,0.0027895,0.0025189,0.0024356,0.001259,0.0011761,0.0011177
4190.34,0.024407,0.024148,0.024098,0.0097242,0.0094822,0.0094283,0.0062376,0.0054257,0.0055436,0.014285,0.012213,0.011832,0.0054828,0.0049178,0.0046573,0.00083555,0.00066611,0.00066156,0.0027689,0.0024983,0.0024163,0.0012522,0.0011684,0.0011105
4203.94,0.024268,0.024012,0.023964,0.0096882,0.0094478,0.0093942,0.006162,0.0053624,0.0054827,0.014187,0.012117,0.011744,0.0054586,0.0048891,0.0046308,0.00085581,0.00065791,0.00065405,0.0027481,0.0024775,0.0023968,0.0012454,0.0011608,0.0011034
4217.55,0.02413,0.023877,0.023831,0.0096522,0.0094135,0.0093602,0.0060877,0.0053003,0.0054231,0.014091,0.012022,0.011656,0.0054345,0.0048606,0.0046044,0.00085862,0.00064982,0.00064669,0.0027275,0.0024569,0.0023776,0.0012386,0.0011532,0.0010963
4231.15,0.023993,0.023743,0.023698,0.0096162,0.0093791,0.0093261,0.0060146,0.0052394,0.0053645,0.013995,0.011928,0.011569,0.0054104,0.0048322,0.0045781,0.00084257,0.00064186,0.00063946,0.002707,0.0024365,0.0023585,0.0012318,0.0011457,0.0010893
4244.76,0.023857,0.02361,0.023567,0.0095801,0.0093446,0.009292,0.0059426,0.0051794,0.0053068,0.0139,0.011835,0.011483,0.0053863,0.0048038,0.0045519,0.00080894,0.00063407,0.00063234,0.0026868,0.0024163,0.0023395,0.001225,0.0011383,0.0010822
4258.36,0.023722,0.023478,0.023436,0.0095441,0.0093101,0.0092578,0.0058716,0.0051203,0.00525,0.013805,0.011743,0.011398,0.0053623,0.0047756,0.0045259,0.00076148,0.00062651,0.00062534,0.0026667,0.0023963,0.0023208,0.0012183,0.0011308,0.0010753
4271.97,0.023588,0.023347,0.023307,0.0095082,0.0092758,0.0092238,0.0058016,0.0050621,0.005194,0.013712,0.011652,0.011314,0.0053385,0.0047476,0.0045,0.00070575,0.00061918,0.00061844,0.0026469,0.0023766,0.0023024,0.0012115,0.0011235,0.0010684
4285.57,0.023457,0.023218,0.023179,0.0094725,0.0092417,0.00919,0.0057323,0.0050046,0.0051386,0.01362,0.011562,0.01123,0.0053148,0.0047198,0.0044743,0.00064814,0.00061208,0.00061162,0.0026273,0.0023572,0.0022842,0.0012048,0.0011162,0.0010615
4299.18,0.023326,0.023091,0.023054,0.0094375,0.0092082,0.0091568,0.0056625,0.0049467,0.0050827,0.013529,0.011473,0.011149,0.0052915,0.0046925,0.0044491,0.00059481,0.00060509,0.00060474,0.002608,0.002338,0.0022662,0.0011983,0.001109,0.0010548
4312.78,0.023197,0.022964,0.022929,0.0094043,0.0091765,0.0091255,0.0055978,0.0048932,0.0050313,0.013439,0.011385,0.011067,0.0052694,0.0046663,0.0044249,0.00055166,0.00059876,0.00059841,0.0025889,0.002319,0.0022485,0.001192,0.0011021,0.0010483
4326.39,0.023069,0.022838,0.022804,0.0093694,0.0091432,0.0090924,0.0055304,0.0048374,0.0049774,0.013349,0.011298,0.010987,0.0052463,0.0046392,0.0044,0.00052173,0.00059225,0.00059179,0.0025699,0.0023002,0.0022309,0.0011855,0.001095,0.0010417
4339.99,0.022941,0.022713,0.02268,0.0093352,0.0091105,0.00906,0.0054641,0.0047826,0.0049245,0.01326,0.011212,0.010907,0.0052237,0.0046127,0.0043754,0.00050749,0.0005859,0.00058529,0.0025511,0.0022816,0.0022135,0.0011791,0.001088,0.0010352
4353.6,0.022813,0.022588,0.022557,0.0093011,0.0090779,0.0090277,0.0053988,0.0047286,0.0048724,0.013171,0.011126,0.010828,0.0052012,0.0045863,0.0043511,0.00050921,0.00057965,0.00057889,0.0025324,0.0022631,0.0021961,0.0011728,0.0010811,0.0010287
4367.2,0.022686,0.022463,0.022434,0.0092671,0.0090453,0.0089954,0.0053343,0.0046755,0.004821,0.013082,0.01104,0.010749,0.0051788,0.00456,0.0043269,0.00052553,0.00057345,0.00057258,0.0025138,0.0022447,0.002179,0.0011665,0.0010743,0.0010223
4380.81,0.022559,0.022339,0.022311,0.0092329,0.0090126,0.008963,0.0052708,0.0046231,0.0047704,0.012994,0.010956,0.01067,0.0051563,0.0045338,0.0043028,0.00055363,0.00056725,0.00056637,0.0024953,0.0022264,0.0021619,0.0011603,0.0010674,0.0010159
4394.41,0.022433,0.022216,0.022189,0.0091986,0.0089798,0.0089305,0.0052082,0.0045716,0.0047206,0.012907,0.010872,0.010593,0.0051338,0.0045076,0.0042787,0.00058945,0.00056104,0.00056026,0.002477,0.0022084,0.002145,0.0011541,0.0010606,0.0010096
4408.02,0.022309,0.022094,0.022068,0.0091642,0.0089469,0.0088978,0.0051465,0.0045209,0.0046715,0.012821,0.010788,0.010516,0.0051113,0.0044814,0.0042546,0.00062802,0.00055479,0.00055424,0.0024588,0.0021905,0.0021283,0.0011479,0.0010538,0.0010032
4421.62,0.022184,0.021972,0.021948,0.0091288,0.0089129,0.0088642,0.0050854,0.0044707,0.004623,0.012734,0.010706,0.010439,0.0050883,0.0044549,0.0042302,0.00066392,0.00054848,0.00054829,0.0024408,0.0021728,0.0021117,0.0011416,0.0010469,0.00099679
4435.23,0.022069,0.021859,0.021836,0.009103,0.0088884,0.0088399,0.0050262,0.0044221,0.0045759,0.012654,0.010628,0.010368,0.0050707,0.0044332,0.0042103,0.00069207,0.00054226,0.00054253,0.0024239,0.0021561,0.0020961,0.0011367,0.0010412,0.00099146
4448.83,0.021946,0.021738,0.021716,0.0090661,0.008853,0.0088048,0.0049662,0.004373,0.0045283,0.012568,0.010546,0.010292,0.005047,0.0044062,0.0041855,0.00070782,0.00053588,0.00053669,0.002406,0.0021386,0.0020798,0.0011303,0.0010343,0.00098495
4462.44,0.021826,0.02162,0.0216,0.0090329,0.0088212,0.0087733,0.0049072,0.0043247,0.0044814,0.012485,0.010467,0.010219,0.0050253,0.0043811,0.0041624,0.00070857,0.00052957,0.00053096,0.0023887,0.0021216,0.0020639,0.0011245,0.0010278,0.00097888
4476.04,0.021707,0.021504,0.021485,0.0090003,0.00879,0.0087423,0.0048489,0.0042769,0.0044351,0.012403,0.010388,0.010146,0.0050041,0.0043564,0.0041397,0.00069349,0.00052334,0.00052529,0.0023715,0.0021048,0.0020482,0.0011188,0.0010214,0.00097291
4489.65,0.021589,0.021387,0.02137,0.008968,0.0087591,0.0087117,0.0047913,0.0042298,0.0043893,0.012321,0.01031,0.010074,0.004983,0.0043319,0.0041172,0.00066391,0.00051723,0.00051969,0.0023545,0.0020881,0.0020326,0.0011132,0.001015,0.00096701
4503.25,0.021471,0.021271,0.021255,0.0089358,0.0087282,0.0086811,0.0047343,0.0041833,0.0043441,0.012239,0.010233,0.010003,0.004962,0.0043076,0.0040949,0.00062308,0.00051129,0.00051417,0.0023375,0.0020715,0.002017,0.0011077,0.0010087,0.00096114
4516.86,0.021353,0.021156,0.021141,0.0089035,0.0086972,0.0086504,0.0046782,0.0041375,0.0042995,0.012158,0.010155,0.0099312,0.0049411,0.0042833,0.0040726,0.00057558,0.00050554,0.00050873,0.0023206,0.002055,0.0020016,0.0011021,0.0010025,0.0009553
4530.46,0.021235,0.02104,0.021027,0.008871,0.008666,0.0086194,0.0046228,0.0040924,0.0042557,0.012076,0.010078,0.0098602,0.00492,0.004259,0.0040503,0.00052664,0.0005,0.00050337,0.0023038,0.0020387,0.0019863,0.0010966,0.00099621,0.00094947
4544.07,0.021117,0.020924,0.020912,0.0088377,0.0086341,0.0085878,0.0045682,0.0040479,0.0042124,0.011995,0.010002,0.0097894,0.0048985,0.0042344,0.0040278,0.00048133,0.00049466,0.0004981,0.0022871,0.0020224,0.0019711,0.001091,0.00098991,0.00094359
4557.67,0.021001,0.020811,0.020799,0.0088043,0.0086021,0.008556,0.0045144,0.0040042,0.0041699,0.011915,0.0099265,0.0097197,0.0048771,0.0042099,0.0040053,0.00044399,0.00048952,0.0004929,0.0022706,0.0020063,0.0019561,0.0010855,0.00098362,0.00093774
4571.28,0.020896,0.020707,0.020697,0.0087786,0.0085775,0.0085316,0.0044615,0.0039612,0.0041279,0.011842,0.0098565,0.0096554,0.0048599,0.0041892,0.0039863,0.00041778,0.00048453,0.00048779,0.0022553,0.0019914,0.0019421,0.0010808,0.00097822,0.00093272
4584.88,0.020781,0.020594,0.020586,0.0087453,0.0085455,0.0084999,0.004409,0.0039185,0.0040864,0.011763,0.0097821,0.0095866,0.0048385,0.0041649,0.0039641,0.00040449,0.00047963,0.00048272,0.002239,0.0019756,0.0019274,0.0010753,0.000972,0.00092694
4598.49,0.020669,0.020484,0.020477,0.0087135,0.008515,0.0084697,0.004357,0.0038764,0.0040452,0.011685,0.0097095,0.0095195,0.004818,0.0041414,0.0039426,0.00040456,0.0004748,0.00047772,0.0022231,0.0019602,0.0019129,0.00107,0.00096599,0.00092134
4612.09,0.020558,0.020375,0.020369,0.0086824,0.0084851,0.00844,0.0043056,0.0038347,0.0040045,0.011609,0.0096377,0.0094532,0.0047979,0.0041184,0.0039215,0.0004171,0.00046998,0.00047276,0.0022073,0.0019449,0.0018987,0.0010648,0.00096008,0.00091585
4625.7,0.020448,0.020267,0.020262,0.0086516,0.0084556,0.0084108,0.0042547,0.0037935,0.0039642,0.011533,0.0095666,0.0093876,0.0047781,0.0040956,0.0039006,0.00044002,0.00046514,0.00046786,0.0021917,0.0019298,0.0018846,0.0010596,0.00095424,0.00091043
4639.3,0.020339,0.020159,0.020155,0.0086211,0.0084263,0.0083817,0.0042044,0.0037527,0.0039244,0.011457,0.0094958,0.0093222,0.0047584,0.004073,0.00388,0.00047019,0.00046027,0.00046301,0.0021762,0.0019148,0.0018706,0.0010544,0.00094846,0.00090506
4652.91,0.020229,0.020051,0.020048,0.0085906,0.008397,0.0083526,0.0041547,0.0037125,0.003885,0.011382,0.0094254,0.0092572,0.0047388,0.0040505,0.0038594,0.0005037,0.00045536,0.00045822,0.0021608,0.0018999,0.0018566,0.0010493,0.00094271,0.00089971
4666.51,0.020119,0.019943,0.019941,0.0085597,0.0083674,0.0083233,0.0041056,0.0036728,0.0038462,0.011306,0.0093551,0.0091922,0.004719,0.0040279,0.0038388,0.00053616,0.0004504,0.0004535,0.0021453,0.001885,0.0018427,0.0010441,0.00093696,0.00089437
4680.12,0.020006,0.019832,0.019832,0.0085277,0.0083366,0.0082927,0.004057,0.0036337,0.0038078,0.011229,0.009284,0.0091264,0.0046985,0.0040049,0.0038177,0.00056318,0.00044541,0.00044884,0.0021297,0.00187,0.0018287,0.0010387,0.0009311,0.00088893
4693.72,0.019892,0.01972,0.01972,0.0084933,0.0083035,0.0082599,0.0040094,0.0035953,0.0037702,0.011152,0.0092125,0.0090601,0.0046769,0.0039808,0.0037956,0.00058098,0.00044044,0.00044427,0.0021139,0.0018549,0.0018145,0.0010331,0.00092502,0.00088328
4707.33,0.019804,0.019633,0.019634,0.0084716,0.0082827,0.0082393,0.0039631,0.0035579,0.0037336,0.011089,0.0091529,0.0090055,0.0046621,0.0039628,0.0037793,0.00058686,0.00043556,0.00043983,0.0021009,0.0018423,0.0018027,0.001029,0.00092034,0.00087896
4720.93,0.019696,0.019527,0.019529,0.0084403,0.0082527,0.0082094,0.0039166,0.0035205,0.0036968,0.011015,0.0090847,0.0089425,0.0046422,0.0039404,0.0037588,0.0005794,0.00043066,0.00043537,0.0020859,0.0018279,0.0017893,0.0010237,0.00091465,0.00087368
4734.54,0.019591,0.019423,0.019427,0.0084099,0.0082234,0.0081804,0.0038707,0.0034836,0.0036606,0.010943,0.009018,0.0088809,0.0046228,0.0039184,0.0037388,0.00055917,0.00042586,0.00043098,0.0020712,0.0018138,0.0017761,0.0010186,0.00090909,0.00086852
4748.14,0.019487,0.019321,0.019326,0.00838,0.0081947,0.0081519,0.0038253,0.0034471,0.0036247,0.010871,0.0089523,0.0088202,0.0046037,0.0038968,0.0037191,0.00052823,0.00042116,0.00042663,0.0020567,0.0018,0.0017632,0.0010135,0.00090361,0.00086344
4761.75,0.019385,0.01922,0.019226,0.0083506,0.0081664,0.0081239,0.0037803,0.003411,0.0035892,0.010801,0.0088874,0.0087602,0.0045849,0.0038755,0.0036997,0.00048992,0.00041659,0.00042233,0.0020424,0.0017863,0.0017504,0.0010085,0.00089821,0.00085844
4775.35,0.019283,0.01912,0.019127,0.0083216,0.0081384,0.0080961,0.0037358,0.0033753,0.003554,0.010731,0.0088229,0.0087007,0.0045663,0.0038545,0.0036805,0.00044832,0.00041216,0.00041806,0.0020282,0.0017727,0.0017377,0.0010035,0.00089287,0.00085349
4788.96,0.019181,0.019019,0.019027,0.0082927,0.0081107,0.0080686,0.0036918,0.0033399,0.0035191,0.010661,0.0087588,0.0086414,0.0045478,0.0038336,0.0036614,0.00040768,0.00040788,0.00041384,0.002014,0.0017592,0.0017251,0.00099852,0.00088758,0.0008486
4802.56,0.019079,0.018918,0.018927,0.0082637,0.0080828,0.0080409,0.0036482,0.0033049,0.0034846,0.010591,0.0086947,0.0085821,0.0045293,0.0038127,0.0036424,0.00037186,0.00040373,0.00040966,0.0019999,0.0017457,0.0017125,0.00099357,0.00088231,0.00084371
4816.17,0.018972,0.018813,0.018823,0.0082335,0.0080537,0.008012,0.0036046,0.0032699,0.00345,0.010518,0.0086288,0.008521,0.0045101,0.0037913,0.0036229,0.00034392,0.00039966,0.00040548,0.0019853,0.0017319,0.0016995,0.00098848,0.00087693,0.00083873
4829.77,0.018896,0.018739,0.01875,0.008211,0.0080321,0.0079906,0.0035653,0.0032388,0.0034195,0.010463,0.0085773,0.0084742,0.0044952,0.0037736,0.0036069,0.00032636,0.00039612,0.00040178,0.001974,0.001721,0.0016894,0.00098434,0.0008724,0.00083456
4843.38,0.018785,0.018629,0.018641,0.0081795,0.0080017,0.0079605,0.0035222,0.0032041,0.0033852,0.010388,0.00851,0.0084116,0.0044754,0.0037518,0.003587,0.00031946,0.00039217,0.00039764,0.001959,0.0017069,0.0016762,0.00097914,0.00086694,0.00082949
4856.98,0.018684,0.01853,0.018542,0.0081502,0.0079734,0.0079324,0.0034809,0.0031711,0.0033525,0.01032,0.0084475,0.0083538,0.0044568,0.0037311,0.0035682,0.00032373,0.00038839,0.00039369,0.0019452,0.0016938,0.001664,0.00097422,0.00086174,0.00082467
4870.59,0.018586,0.018432,0.018446,0.0081213,0.0079455,0.0079047,0.0034402,0.0031386,0.0033204,0.010252,0.0083863,0.0082971,0.0044384,0.0037107,0.0035496,0.000338,0.00038465,0.00038981,0.0019316,0.001681,0.001652,0.00096938,0.0008566,0.00081992
4884.19,0.018488,0.018336,0.018351,0.0080926,0.0079179,0.0078773,0.0034001,0.0031066,0.0032887,0.010185,0.008326,0.0082414,0.0044202,0.0036904,0.0035311,0.0003603,0.00038089,0.00038598,0.0019183,0.0016684,0.0016402,0.0009646,0.00085151,0.00081522
4897.8,0.018393,0.018242,0.018257,0.0080644,0.0078907,0.0078502,0.0033604,0.0030749,0.0032573,0.01012,0.0082664,0.0081864,0.0044022,0.0036704,0.0035129,0.00038785,0.00037709,0.00038219,0.0019051,0.0016559,0.0016285,0.0009599,0.0008465,0.00081058
4911.4,0.018298,0.018148,0.018164,0.0080366,0.0078638,0.0078236,0.003321,0.0030435,0.0032261,0.010054,0.0082076,0.008132,0.0043845,0.0036507,0.003495,0.00041728,0.00037323,0.00037843,0.001892,0.0016436,0.001617,0.00095528,0.00084155,0.000806
4925.01,0.018203,0.018055,0.018072,0.0080091,0.0078373,0.0077973,0.003282,0.0030124,0.0031952,0.0099896,0.0081492,0.008078,0.004367,0.0036312,0.0034773,0.00044493,0.00036932,0.0003747,0.001879,0.0016314,0.0016056,0.00095074,0.00083667,0.00080149
4938.61,0.018109,0.017961,0.017979,0.0079818,0.007811,0.0077712,0.0032433,0.0029814,0.0031645,0.0099248,0.0080909,0.0080241,0.0043496,0.0036119,0.0034598,0.00046723,0.00036535,0.00037099,0.0018661,0.0016192,0.0015942,0.00094626,0.00083183,0.00079702
4952.22,0.01801,0.017864,0.017883,0.0079543,0.0077845,0.0077448,0.0032041,0.00295,0.0031331,0.0098579,0.0080311,0.0079686,0.0043321,0.0035925,0.0034422,0.00048107,0.00036127,0.00036722,0.0018528,0.0016067,0.0015825,0.00094178,0.00082698,0.00079254
4965.82,0.017934,0.017789,0.017809,0.0079291,0.0077602,0.0077207,0.0031705,0.0029239,0.0031075,0.0098034,0.0079816,0.0079233,0.0043159,0.0035743,0.0034257,0.00048535,0.00035782,0.00036411,0.0018418,0.0015963,0.0015728,0.00093761,0.00082241,0.00078832
4979.43,0.017835,0.017691,0.017711,0.0079015,0.0077335,0.0076942,0.0031319,0.0028929,0.0030765,0.0097363,0.0079218,0.0078678,0.0042984,0.003555,0.0034081,0.00047762,0.00035376,0.00036038,0.0018284,0.0015839,0.0015612,0.00093318,0.00081759,0.00078388
4993.03,0.017741,0.017598,0.017619,0.0078742,0.0077071,0.007668,0.0030951,0.0028636,0.0030472,0.0096723,0.0078648,0.007815,0.004281,0.0035359,0.0033908,0.00045951,0.00034993,0.00035686,0.0018157,0.001572,0.00155,0.00092883,0.00081284,0.00077949
