,1s,1s,1s,2p,2p,2p,2s,2s,2s,3s,3s,3s
4965.82,0.0022384,0.0023576,0.0024305,2.9295e-05,2.2895e-05,3.2058e-05,0.00030249,0.0002184,0.00022828,6.9977e-06,3.4461e-06,3.5879e-06
4979.43,0.0022224,0.0023415,0.0024138,2.8886e-05,2.2595e-05,3.1713e-05,0.00029834,0.00021647,0.00022648,7.4554e-06,3.4102e-06,3.5594e-06
4993.03,0.0022068,0.0023259,0.0023977,2.8492e-05,2.2306e-05,3.1383e-05,0.00029436,0.0002146,0.00022473,6.9434e-06,3.3751e-06,3.5317e-06
5006.64,0.0021914,0.0023105,0.0023817,2.8109e-05,2.2022e-05,3.106e-05,0.00029056,0.00021275,0.000223,5.7061e-06,3.3421e-06,3.5044e-06
5020.24,0.0021762,0.0022952,0.0023658,2.7734e-05,2.1744e-05,3.0742e-05,0.00028695,0.00021093,0.00022129,4.2911e-06,3.3123e-06,3.4774e-06
5033.85,0.0021611,0.0022801,0.0023502,2.7367e-05,2.147e-05,3.0428e-05,0.00028355,0.00020913,0.0002196,3.1903e-06,3.2858e-06,3.4507e-06
5047.45,0.0021463,0.0022652,0.0023348,2.7009e-05,2.1199e-05,3.0117e-05,0.00028038,0.00020736,0.00021793,2.638e-06,3.2619e-06,3.4244e-06
5061.06,0.0021317,0.0022505,0.0023195,2.6659e-05,2.0932e-05,2.9808e-05,0.00027746,0.00020562,0.00021629,2.6756e-06,3.2389e-06,3.3984e-06
5074.66,0.0021173,0.002236,0.0023045,2.6316e-05,2.0668e-05,2.9501e-05,0.00027479,0.0002039,0.00021468,3.2884e-06,3.2153e-06,3.3729e-06
5088.27,0.002103,0.0022216,0.0022896,2.5976e-05,2.0401e-05,2.9189e-05,0.00027236,0.0002022,0.00021307,4.39e-06,3.1896e-06,3.3475e-06
5101.87,0.0020892,0.0022076,0.0022751,2.5683e-05,2.0176e-05,2.8938e-05,0.00027022,0.00020055,0.00021151,5.6925e-06,3.1617e-06,3.3228e-06
5115.48,0.0020751,0.0021933,0.0022603,2.5358e-05,1.9913e-05,2.8625e-05,0.00026826,0.00019887,0.00020993,6.6946e-06,3.131e-06,3.2978e-06
5129.08,0.0020611,0.0021792,0.0022457,2.5053e-05,1.9665e-05,2.8333e-05,0.00026655,0.00019722,0.00020836,6.9279e-06,3.0994e-06,3.273e-06
5142.69,0.0020472,0.0021651,0.0022311,2.4759e-05,1.9423e-05,2.8048e-05,0.00026505,0.00019557,0.0002068,6.2681e-06,3.0683e-06,3.2483e-06
5156.29,0.0020334,0.0021511,0.0022166,2.4474e-05,1.9185e-05,2.7767e-05,0.00026376,0.00019393,0.00020525,5.0265e-06,3.0393e-06,3.2238e-06
5169.9,0.0020197,0.0021372,0.0022021,2.4198e-05,1.8952e-05,2.7491e-05,0.00026267,0.00019231,0.00020372,3.7247e-06,3.0132e-06,3.1996e-06
5183.5,0.0020062,0.0021234,0.0021879,2.3929e-05,1.8721e-05,2.7218e-05,0.00026176,0.0001907,0.0002022,2.7754e-06,2.99e-06,3.1756e-06
5197.11,0.0019928,0.0021098,0.0021738,2.3669e-05,1.8494e-05,2.6948e-05,0.00026102,0.00018912,0.0002007,2.3474e-06,2.9688e-06,3.1519e-06
5210.71,0.0019797,0.0020964,0.0021599,2.3416e-05,1.8269e-05,2.668e-05,0.00026042,0.00018755,0.00019923,2.4593e-06,2.9484e-06,3.1285e-06
5224.32,0.0019667,0.0020832,0.0021462,2.3166e-05,1.8043e-05,2.6408e-05,0.00025995,0.000186,0.00019777,3.0951e-06,2.9271e-06,3.1055e-06
5237.92,0.001954,0.0020702,0.0021327,2.2922e-05,1.7818e-05,2.6134e-05,0.00025957,0.00018447,0.00019635,4.1655e-06,2.9041e-06,3.0829e-06
5251.53,0.0019413,0.0020572,0.0021193,2.2721e-05,1.7626e-05,2.5909e-05,0.00025924,0.00018295,0.00019492,5.3843e-06,2.8785e-06,3.0604e-06
5265.13,0.0019288,0.0020444,0.0021059,2.2498e-05,1.7412e-05,2.565e-05,0.00025894,0.00018145,0.00019351,6.2811e-06,2.851e-06,3.038e-06
5278.74,0.0019163,0.0020315,0.0020927,2.2286e-05,1.7204e-05,2.5396e-05,0.00025863,0.00017994,0.00019211,6.4382e-06,2.8227e-06,3.0158e-06
5292.34,0.0019038,0.0020188,0.0020794,2.2082e-05,1.7e-05,2.5148e-05,0.00025829,0.00017845,0.00019071,5.77e-06,2.795e-06,2.9937e-06
5305.95,0.0018914,0.002006,0.0020662,2.1885e-05,1.68e-05,2.4903e-05,0.00025789,0.00017695,0.00018932,4.5853e-06,2.7691e-06,2.9717e-06
5319.55,0.0018791,0.0019933,0.002053,2.1694e-05,1.6603e-05,2.4662e-05,0.00025741,0.00017547,0.00018794,3.3679e-06,2.7458e-06,2.9498e-06
5333.16,0.0018668,0.0019807,0.00204,2.1509e-05,1.6409e-05,2.4424e-05,0.00025683,0.00017399,0.00018657,2.4881e-06,2.7251e-06,2.9282e-06
5346.76,0.0018547,0.0019682,0.002027,2.1329e-05,1.6218e-05,2.4189e-05,0.00025612,0.00017253,0.00018522,2.0904e-06,2.7062e-06,2.9067e-06
5360.37,0.0018427,0.0019559,0.0020142,2.1152e-05,1.6028e-05,2.3954e-05,0.00025528,0.00017109,0.00018388,2.1858e-06,2.6879e-06,2.8854e-06
5373.97,0.0018311,0.0019438,0.0020017,2.098e-05,1.5839e-05,2.372e-05,0.00025431,0.00016967,0.00018257,2.7618e-06,2.6691e-06,2.8648e-06
5387.58,0.0018199,0.0019323,0.0019897,2.0839e-05,1.5669e-05,2.351e-05,0.00025322,0.00016831,0.00018131,3.7479e-06,2.6491e-06,2.8448e-06
5401.18,0.0018084,0.0019204,0.0019774,2.0677e-05,1.5486e-05,2.328e-05,0.00025189,0.00016691,0.00018002,4.8953e-06,2.6262e-06,2.8243e-06
5414.79,0.0017971,0.0019086,0.0019652,2.0524e-05,1.5307e-05,2.3055e-05,0.00025038,0.00016553,0.00017875,5.7789e-06,2.6016e-06,2.8042e-06
5428.39,0.0017859,0.0018969,0.0019531,2.0378e-05,1.5132e-05,2.2834e-05,0.00024868,0.00016417,0.00017749,5.9982e-06,2.5763e-06,2.7842e-06
5442.0,0.0017747,0.0018853,0.001941,2.0239e-05,1.496e-05,2.2616e-05,0.00024678,0.00016281,0.00017624,5.4411e-06,2.5513e-06,2.7644e-06
5455.6,0.0017635,0.0018737,0.001929,2.0105e-05,1.4791e-05,2.2401e-05,0.00024468,0.00016146,0.00017499,4.3626e-06,2.5279e-06,2.7446e-06
5469.21,0.0017524,0.0018621,0.001917,1.9977e-05,1.4625e-05,2.219e-05,0.00024239,0.00016012,0.00017375,3.2059e-06,2.5068e-06,2.7248e-06
5482.81,0.0017413,0.0018506,0.001905,1.9853e-05,1.4461e-05,2.1982e-05,0.00023993,0.00015879,0.00017251,2.3327e-06,2.4879e-06,2.7052e-06
5496.42,0.0017303,0.001839,0.001893,1.9734e-05,1.43e-05,2.1777e-05,0.00023729,0.00015746,0.00017127,1.8962e-06,2.4708e-06,2.6856e-06
5510.02,0.0017189,0.001827,0.0018806,1.9612e-05,1.414e-05,2.1571e-05,0.00023445,0.00015611,0.00017,1.9115e-06,2.4536e-06,2.6654e-06
5523.63,0.0017106,0.0018184,0.0018716,1.9535e-05,1.3994e-05,2.1381e-05,0.0002319,0.00015504,0.00016904,2.374e-06,2.4403e-06,2.6502e-06
5537.23,0.0016991,0.0018064,0.0018591,1.942e-05,1.3836e-05,2.1178e-05,0.00022881,0.0001537,0.00016777,3.2354e-06,2.4208e-06,2.6301e-06
5550.84,0.0016887,0.0017954,0.0018477,1.9319e-05,1.3683e-05,2.0979e-05,0.00022574,0.00015245,0.0001666,4.3164e-06,2.4005e-06,2.6115e-06
5564.44,0.0016784,0.0017846,0.0018365,1.9226e-05,1.3533e-05,2.0783e-05,0.00022264,0.00015123,0.00016545,5.2486e-06,2.3787e-06,2.5932e-06
5578.05,0.0016683,0.0017739,0.0018255,1.9139e-05,1.3385e-05,2.0589e-05,0.0002195,0.00015003,0.00016431,5.6311e-06,2.356e-06,2.5752e-06
5591.65,0.0016582,0.0017634,0.0018145,1.9058e-05,1.324e-05,2.0398e-05,0.00021634,0.00014883,0.00016318,5.2788e-06,2.3333e-06,2.5573e-06
5605.26,0.0016482,0.0017528,0.0018035,1.8982e-05,1.3097e-05,2.0209e-05,0.00021318,0.00014765,0.00016206,4.3511e-06,2.3119e-06,2.5395e-06
5618.86,0.0016382,0.0017422,0.0017926,1.8912e-05,1.2956e-05,2.0023e-05,0.00021005,0.00014648,0.00016094,3.2391e-06,2.2923e-06,2.5217e-06
5632.47,0.0016282,0.0017316,0.0017815,1.8847e-05,1.2818e-05,1.9839e-05,0.00020695,0.0001453,0.00015981,2.3178e-06,2.2749e-06,2.5039e-06
5646.07,0.0016179,0.0017207,0.0017703,1.8784e-05,1.2683e-05,1.9659e-05,0.00020389,0.00014412,0.00015867,1.7798e-06,2.2589e-06,2.4859e-06
5659.68,0.001608,0.0017102,0.0017594,1.8724e-05,1.2549e-05,1.948e-05,0.00020094,0.00014297,0.00015756,1.6589e-06,2.2441e-06,2.4682e-06
5673.28,0.0016002,0.0017019,0.0017508,1.8683e-05,1.242e-05,1.9306e-05,0.00019837,0.00014202,0.00015666,1.9479e-06,2.2321e-06,2.454e-06
5686.89,0.0015901,0.0016912,0.0017397,1.8629e-05,1.229e-05,1.9131e-05,0.00019562,0.00014086,0.00015554,2.6267e-06,2.2156e-06,2.4361e-06
5700.49,0.0015806,0.001681,0.0017291,1.858e-05,1.2162e-05,1.8958e-05,0.00019306,0.00013976,0.00015447,3.5918e-06,2.1981e-06,2.4192e-06
5714.1,0.0015712,0.0016711,0.0017188,1.8535e-05,1.2036e-05,1.8786e-05,0.00019067,0.00013869,0.00015342,4.5621e-06,2.179e-06,2.4026e-06
5727.7,0.0015621,0.0016613,0.0017086,1.8492e-05,1.1911e-05,1.8616e-05,0.00018845,0.00013763,0.00015239,5.1532e-06,2.1588e-06,2.3863e-06
5741.31,0.001553,0.0016516,0.0016986,1.8454e-05,1.1789e-05,1.8447e-05,0.0001864,0.00013659,0.00015137,5.0924e-06,2.1383e-06,2.3701e-06
5754.91,0.001544,0.0016419,0.0016886,1.8418e-05,1.1668e-05,1.828e-05,0.00018451,0.00013555,0.00015036,4.4008e-06,2.1186e-06,2.3541e-06
5768.52,0.001535,0.0016323,0.0016786,1.8386e-05,1.1549e-05,1.8115e-05,0.00018279,0.00013452,0.00014935,3.3785e-06,2.1004e-06,2.3381e-06
5782.12,0.0015259,0.0016226,0.0016685,1.8357e-05,1.1432e-05,1.7952e-05,0.00018122,0.00013349,0.00014833,2.4053e-06,2.084e-06,2.322e-06
5795.73,0.0015165,0.0016125,0.001658,1.833e-05,1.1317e-05,1.7792e-05,0.00017978,0.00013243,0.00014729,1.7348e-06,2.069e-06,2.3054e-06
5809.33,0.0015071,0.0016024,0.0016476,1.8303e-05,1.1205e-05,1.7635e-05,0.00017849,0.00013137,0.00014624,1.4445e-06,2.0552e-06,2.2889e-06
5822.94,0.0015006,0.0015954,0.0016403,1.8286e-05,1.1097e-05,1.7482e-05,0.0001777,0.00013057,0.00014548,1.529e-06,2.0456e-06,2.2768e-06
5836.54,0.0014915,0.0015856,0.0016301,1.8265e-05,1.0987e-05,1.7328e-05,0.00017674,0.00012954,0.00014446,1.978e-06,2.0317e-06,2.2607e-06
5850.15,0.0014828,0.0015761,0.0016204,1.8247e-05,1.088e-05,1.7176e-05,0.00017595,0.00012855,0.00014348,2.7593e-06,2.0168e-06,2.2453e-06
5863.75,0.0014742,0.0015669,0.0016108,1.823e-05,1.0774e-05,1.7025e-05,0.00017531,0.00012758,0.00014253,3.7062e-06,2.0005e-06,2.2301e-06
5877.36,0.0014659,0.0015579,0.0016014,1.8216e-05,1.0669e-05,1.6875e-05,0.0001748,0.00012662,0.00014159,4.4988e-06,1.9829e-06,2.2152e-06
5890.96,0.0014576,0.0015489,0.0015922,1.8205e-05,1.0566e-05,1.6726e-05,0.00017439,0.00012567,0.00014066,4.8016e-06,1.9646e-06,2.2006e-06
5904.57,0.0014495,0.0015401,0.001583,1.8197e-05,1.0464e-05,1.6578e-05,0.00017407,0.00012474,0.00013974,4.471e-06,1.9465e-06,2.1861e-06
5918.17,0.0014414,0.0015313,0.0015739,1.8193e-05,1.0363e-05,1.6432e-05,0.00017382,0.0001238,0.00013883,3.653e-06,1.9294e-06,2.1717e-06
5931.78,0.0014333,0.0015225,0.0015647,1.8193e-05,1.0264e-05,1.6286e-05,0.00017361,0.00012287,0.00013792,2.6826e-06,1.9139e-06,2.1573e-06
5945.38,0.0014248,0.0015133,0.0015552,1.8196e-05,1.0165e-05,1.6141e-05,0.00017339,0.00012191,0.00013698,1.8768e-06,1.8997e-06,2.1424e-06
5958.99,0.0014162,0.0015039,0.0015455,1.8203e-05,1.007e-05,1.6001e-05,0.00017315,0.00012093,0.00013602,1.3956e-06,1.8866e-06,2.1272e-06
5972.59,0.0014103,0.0014974,0.0015387,1.8213e-05,9.9825e-06,1.5873e-05,0.00017323,0.00012019,0.00013532,1.2637e-06,1.878e-06,2.1162e-06
5986.2,0.0014021,0.0014884,0.0015295,1.8225e-05,9.8899e-06,1.5735e-05,0.000173,0.00011925,0.0001344,1.4652e-06,1.8663e-06,2.1018e-06
5999.8,0.0013941,0.0014797,0.0015205,1.8239e-05,9.7995e-06,1.56e-05,0.00017276,0.00011833,0.00013351,2.0018e-06,1.8539e-06,2.0877e-06
6013.41,0.0013863,0.0014712,0.0015116,1.8254e-05,9.7106e-06,1.5467e-05,0.00017247,0.00011743,0.00013264,2.8159e-06,1.8402e-06,2.0739e-06
6027.01,0.0013786,0.0014628,0.0015029,1.827e-05,9.6229e-06,1.5334e-05,0.00017212,0.00011654,0.00013177,3.7055e-06,1.8251e-06,2.0603e-06
6040.62,0.0013711,0.0014545,0.0014943,1.8287e-05,9.5362e-06,1.5203e-05,0.00017169,0.00011566,0.00013092,4.349e-06,1.809e-06,2.0469e-06
6054.22,0.0013637,0.0014463,0.0014858,1.8306e-05,9.4505e-06,1.5073e-05,0.00017117,0.00011479,0.00013009,4.4678e-06,1.7924e-06,2.0337e-06
6067.83,0.0013564,0.0014382,0.0014775,1.8325e-05,9.3656e-06,1.4943e-05,0.00017055,0.00011393,0.00012926,4.0042e-06,1.7763e-06,2.0207e-06
6081.43,0.0013491,0.0014302,0.0014692,1.8346e-05,9.2815e-06,1.4813e-05,0.00016981,0.00011308,0.00012844,3.1595e-06,1.7613e-06,2.0078e-06
6095.04,0.0013417,0.0014221,0.0014608,1.8366e-05,9.1965e-06,1.468e-05,0.00016892,0.00011222,0.00012761,2.2606e-06,1.7477e-06,1.9947e-06
6108.64,0.0013342,0.0014137,0.0014521,1.8392e-05,9.1152e-06,1.4553e-05,0.00016787,0.00011134,0.00012677,1.5701e-06,1.7354e-06,1.9814e-06
6122.25,0.0013281,0.0014069,0.0014451,1.8421e-05,9.0469e-06,1.4448e-05,0.00016686,0.0001106,0.00012606,1.1961e-06,1.7263e-06,1.9702e-06
6135.85,0.0013208,0.0013989,0.0014367,1.8445e-05,8.9678e-06,1.4324e-05,0.00016556,0.00010975,0.00012524,1.1362e-06,1.7162e-06,1.9574e-06
6149.46,0.0013136,0.0013909,0.0014285,1.847e-05,8.8915e-06,1.4203e-05,0.00016414,0.00010892,0.00012444,1.3822e-06,1.7059e-06,1.9447e-06
6163.06,0.0013065,0.001383,0.0014203,1.8494e-05,8.8168e-06,1.4084e-05,0.00016258,0.0001081,0.00012364,1.9335e-06,1.6948e-06,1.9321e-06
6176.67,0.0012995,0.0013752,0.0014122,1.8518e-05,8.7435e-06,1.3967e-05,0.0001609,0.00010728,0.00012285,2.7215e-06,1.6823e-06,1.9197e-06
6190.27,0.0012925,0.0013675,0.0014042,1.8542e-05,8.6713e-06,1.3851e-05,0.00015911,0.00010648,0.00012206,3.5374e-06,1.6686e-06,1.9074e-06
6203.88,0.0012857,0.0013599,0.0013964,1.8565e-05,8.5998e-06,1.3735e-05,0.00015722,0.00010568,0.00012129,4.0781e-06,1.654e-06,1.8953e-06
6217.48,0.001279,0.0013524,0.0013886,1.8587e-05,8.5291e-06,1.362e-05,0.00015523,0.00010491,0.00012054,4.1071e-06,1.6391e-06,1.8834e-06
6231.09,0.0012724,0.001345,0.001381,1.861e-05,8.4586e-06,1.3505e-05,0.00015318,0.00010414,0.00011979,3.6062e-06,1.6247e-06,1.8716e-06
6244.69,0.0012659,0.0013377,0.0013734,1.8631e-05,8.387e-06,1.3388e-05,0.00015105,0.00010339,0.00011905,2.7874e-06,1.6115e-06,1.86e-06
6258.3,0.0012593,0.0013303,0.0013658,1.8658e-05,8.3179e-06,1.3273e-05,0.00014885,0.00010264,0.00011831,1.9553e-06,1.5997e-06,1.8484e-06
6271.9,0.0012531,0.0013233,0.0013586,1.8705e-05,8.2645e-06,1.3184e-05,0.00014664,0.00010192,0.0001176,1.3373e-06,1.5897e-06,1.8373e-06
6285.51,0.0012467,0.0013161,0.0013511,1.8732e-05,8.1965e-06,1.307e-05,0.00014438,0.00010118,0.00011688,1.0125e-06,1.5806e-06,1.8259e-06
6299.11,0.0012403,0.0013089,0.0013436,1.8764e-05,8.1316e-06,1.2961e-05,0.0001421,0.00010046,0.00011615,9.7168e-07,1.5719e-06,1.8145e-06
6312.72,0.0012339,0.0013017,0.0013362,1.8798e-05,8.0687e-06,1.2854e-05,0.00013981,9.9731e-05,0.00011543,1.2053e-06,1.563e-06,1.8032e-06
6326.32,0.0012274,0.0012944,0.0013287,1.8834e-05,8.0072e-06,1.2749e-05,0.00013754,9.9013e-05,0.00011471,1.7172e-06,1.5532e-06,1.7918e-06
6339.93,0.0012211,0.0012872,0.0013213,1.887e-05,7.9469e-06,1.2646e-05,0.0001353,9.8301e-05,0.00011399,2.4482e-06,1.5421e-06,1.7806e-06
6353.53,0.0012148,0.0012801,0.0013139,1.8907e-05,7.8877e-06,1.2544e-05,0.00013311,9.7599e-05,0.00011328,3.209e-06,1.5298e-06,1.7694e-06
6367.14,0.0012085,0.0012731,0.0013067,1.8943e-05,7.8292e-06,1.2442e-05,0.00013098,9.6908e-05,0.00011258,3.7209e-06,1.5167e-06,1.7584e-06
6380.74,0.0012024,0.0012661,0.0012995,1.8978e-05,7.7712e-06,1.2341e-05,0.00012893,9.6229e-05,0.00011189,3.763e-06,1.5033e-06,1.7476e-06
6394.35,0.0011964,0.0012593,0.0012924,1.9009e-05,7.7126e-06,1.2238e-05,0.00012697,9.5562e-05,0.00011121,3.3125e-06,1.4904e-06,1.7369e-06
6407.95,0.0011906,0.0012527,0.0012856,1.9045e-05,7.6552e-06,1.2137e-05,0.00012511,9.4914e-05,0.00011054,2.5596e-06,1.4786e-06,1.7265e-06
6421.56,0.0011848,0.0012461,0.0012788,1.9114e-05,7.6124e-06,1.2058e-05,0.00012335,9.4271e-05,0.00010988,1.7844e-06,1.4681e-06,1.7162e-06
6435.16,0.001179,0.0012394,0.0012719,1.914e-05,7.5537e-06,1.1954e-05,0.00012169,9.3632e-05,0.00010923,1.2002e-06,1.459e-06,1.7058e-06
6448.77,0.0011732,0.0012329,0.0012651,1.9174e-05,7.499e-06,1.1855e-05,0.00012014,9.3e-05,0.00010857,8.8385e-07,1.451e-06,1.6956e-06
6462.37,0.0011675,0.0012263,0.0012584,1.9209e-05,7.446e-06,1.1759e-05,0.0001187,9.2371e-05,0.00010792,8.2503e-07,1.4434e-06,1.6854e-06
6475.98,0.0011617,0.0012197,0.0012516,1.9245e-05,7.3944e-06,1.1664e-05,0.00011737,9.1744e-05,0.00010727,1.0128e-06,1.4356e-06,1.6752e-06
6489.58,0.0011559,0.0012131,0.0012447,1.9279e-05,7.344e-06,1.1571e-05,0.00011616,9.1118e-05,0.00010662,1.4568e-06,1.4271e-06,1.665e-06
6503.19,0.0011502,0.0012065,0.0012379,1.9312e-05,7.2949e-06,1.1479e-05,0.00011506,9.0494e-05,0.00010597,2.121e-06,1.4174e-06,1.6548e-06
6516.79,0.0011444,0.0011999,0.0012311,1.9343e-05,7.2468e-06,1.1389e-05,0.00011408,8.9874e-05,0.00010532,2.8512e-06,1.4065e-06,1.6446e-06
6530.4,0.0011387,0.0011933,0.0012244,1.9371e-05,7.1994e-06,1.1299e-05,0.00011321,8.9259e-05,0.00010467,3.3944e-06,1.3946e-06,1.6345e-06
6544.0,0.001133,0.0011868,0.0012177,1.9395e-05,7.1524e-06,1.121e-05,0.00011245,8.8648e-05,0.00010403,3.5241e-06,1.3824e-06,1.6245e-06
6557.61,0.0011272,0.0011802,0.0012108,1.9407e-05,7.104e-06,1.1119e-05,0.00011178,8.803e-05,0.00010338,3.1797e-06,1.3702e-06,1.6143e-06
6571.21,0.001122,0.0011741,0.0012046,1.942e-05,7.055e-06,1.1025e-05,0.00011126,8.7457e-05,0.00010279,2.5086e-06,1.3595e-06,1.6049e-06
6584.82,0.0011172,0.0011686,0.0011988,1.9489e-05,7.0212e-06,1.0955e-05,0.00011088,8.6923e-05,0.00010223,1.7666e-06,1.3504e-06,1.5963e-06
6598.42,0.0011119,0.0011624,0.0011925,1.9506e-05,6.9759e-06,1.0867e-05,0.00011052,8.6344e-05,0.00010163,1.1713e-06,1.3419e-06,1.5868e-06
6612.03,0.0011066,0.0011563,0.0011862,1.9526e-05,6.9319e-06,1.078e-05,0.00011024,8.5774e-05,0.00010103,8.1912e-07,1.3346e-06,1.5775e-06
6625.63,0.0011014,0.0011503,0.00118,1.9548e-05,6.8889e-06,1.0695e-05,0.00011002,8.5207e-05,0.00010044,7.0698e-07,1.3278e-06,1.5683e-06
6639.24,0.0010963,0.0011443,0.0011738,1.9572e-05,6.8469e-06,1.061e-05,0.00010986,8.4642e-05,9.9855e-05,8.1708e-07,1.3211e-06,1.559e-06
6652.84,0.0010911,0.0011383,0.0011676,1.9596e-05,6.806e-06,1.0527e-05,0.00010974,8.4075e-05,9.9265e-05,1.1586e-06,1.3138e-06,1.5498e-06
6666.45,0.0010858,0.0011322,0.0011614,1.9621e-05,6.7661e-06,1.0446e-05,0.00010964,8.3508e-05,9.8674e-05,1.7231e-06,1.3054e-06,1.5406e-06
6680.05,0.0010806,0.0011261,0.0011551,1.9647e-05,6.7272e-06,1.0365e-05,0.00010955,8.2938e-05,9.8082e-05,2.4069e-06,1.2959e-06,1.5313e-06
6693.66,0.0010753,0.00112,0.0011488,1.9671e-05,6.6892e-06,1.0286e-05,0.00010946,8.2367e-05,9.7487e-05,2.9961e-06,1.2854e-06,1.522e-06
6707.26,0.0010699,0.0011137,0.0011423,1.9692e-05,6.6518e-06,1.0208e-05,0.00010936,8.1787e-05,9.6883e-05,3.2569e-06,1.2741e-06,1.5125e-06
6720.87,0.0010649,0.0011079,0.0011363,1.9713e-05,6.6146e-06,1.0129e-05,0.00010928,8.1238e-05,9.6316e-05,3.0745e-06,1.2634e-06,1.5036e-06
6734.47,0.0010613,0.0011036,0.0011319,1.9767e-05,6.5819e-06,1.0057e-05,0.00010932,8.0803e-05,9.5885e-05,2.5272e-06,1.2549e-06,1.4969e-06
6748.08,0.0010559,0.0010973,0.0011254,1.978e-05,6.5455e-06,9.9788e-06,0.00010912,8.0221e-05,9.5279e-05,1.8246e-06,1.245e-06,1.4874e-06
6761.68,0.0010509,0.0010915,0.0011195,1.98e-05,6.5101e-06,9.9021e-06,0.00010893,7.9678e-05,9.4718e-05,1.2028e-06,1.2369e-06,1.4786e-06
6775.29,0.0010461,0.0010858,0.0011137,1.9819e-05,6.4752e-06,9.8259e-06,0.00010868,7.9147e-05,9.4173e-05,7.9001e-07,1.23e-06,1.47e-06
6788.89,0.0010414,0.0010803,0.001108,1.9839e-05,6.4408e-06,9.7501e-06,0.00010838,7.8622e-05,9.3636e-05,6.0352e-07,1.2239e-06,1.4616e-06
6802.5,0.0010367,0.0010747,0.0011023,1.9858e-05,6.4071e-06,9.675e-06,0.00010801,7.8102e-05,9.3102e-05,6.188e-07,1.2181e-06,1.4533e-06
6816.1,0.001032,0.0010692,0.0010966,1.9877e-05,6.3741e-06,9.6008e-06,0.00010755,7.7582e-05,9.2569e-05,8.3488e-07,1.2119e-06,1.4449e-06
6829.71,0.0010273,0.0010637,0.0010909,1.9894e-05,6.342e-06,9.5277e-06,0.000107,7.7061e-05,9.2034e-05,1.2651e-06,1.205e-06,1.4365e-06
6843.31,0.0010225,0.001058,0.0010851,1.9911e-05,6.3108e-06,9.4557e-06,0.00010635,7.6538e-05,9.1496e-05,1.8658e-06,1.197e-06,1.4281e-06
6856.92,0.0010176,0.0010523,0.0010793,1.9924e-05,6.2805e-06,9.3849e-06,0.00010559,7.6008e-05,9.0949e-05,2.4848e-06,1.1878e-06,1.4195e-06
6870.52,0.0010124,0.0010462,0.001073,1.9933e-05,6.251e-06,9.315e-06,0.00010471,7.5453e-05,9.037e-05,2.8992e-06,1.1776e-06,1.4105e-06
6884.13,0.0010076,0.0010406,0.0010672,1.9937e-05,6.2224e-06,9.2463e-06,0.00010377,7.4934e-05,8.9833e-05,2.9365e-06,1.1675e-06,1.402e-06
6897.73,0.0010051,0.0010373,0.0010639,1.9959e-05,6.1949e-06,9.1789e-06,0.00010297,7.4586e-05,8.9499e-05,2.5822e-06,1.1604e-06,1.3968e-06
6911.34,0.0010001,0.0010315,0.0010579,1.9959e-05,6.1672e-06,9.1111e-06,0.00010183,7.4054e-05,8.8943e-05,1.9714e-06,1.151e-06,1.3881e-06
6924.94,0.00099544,0.001026,0.0010523,1.9958e-05,6.1399e-06,9.0436e-06,0.00010064,7.3553e-05,8.8423e-05,1.3359e-06,1.1431e-06,1.3799e-06
6938.55,0.00099099,0.0010207,0.0010468,1.9954e-05,6.1128e-06,8.9764e-06,9.9378e-05,7.3068e-05,8.7919e-05,8.4817e-07,1.1363e-06,1.372e-06
6952.15,0.00098663,0.0010155,0.0010415,1.9948e-05,6.086e-06,8.9093e-06,9.8056e-05,7.2592e-05,8.7425e-05,5.7011e-07,1.1306e-06,1.3643e-06
6965.76,0.00098235,0.0010104,0.0010363,1.9941e-05,6.0595e-06,8.8424e-06,9.6673e-05,7.2125e-05,8.6938e-05,4.853e-07,1.1254e-06,1.3566e-06
6979.36,0.0009781,0.0010054,0.0010311,1.9933e-05,6.0334e-06,8.776e-06,9.5232e-05,7.1662e-05,8.6455e-05,5.7469e-07,1.1202e-06,1.349e-06
6992.97,0.00097385,0.0010003,0.0010259,1.9925e-05,6.0078e-06,8.7102e-06,9.374e-05,7.1202e-05,8.5972e-05,8.5169e-07,1.1146e-06,1.3415e-06
7006.57,0.00096955,0.00099518,0.0010207,1.9918e-05,5.9829e-06,8.6452e-06,9.2202e-05,7.0742e-05,8.5486e-05,1.3217e-06,1.1081e-06,1.3338e-06
7020.18,0.00096513,0.00098993,0.0010153,1.991e-05,5.9586e-06,8.581e-06,9.062e-05,7.0275e-05,8.4989e-05,1.9109e-06,1.1004e-06,1.326e-06
7033.78,0.00096019,0.00098416,0.0010094,1.9901e-05,5.9345e-06,8.5169e-06,8.8969e-05,6.9774e-05,8.4449e-05,2.4447e-06,1.0914e-06,1.3176e-06
7047.39,0.00095555,0.00097868,0.0010038,1.9892e-05,5.913e-06,8.4566e-06,8.7335e-05,6.9298e-05,8.3935e-05,2.7201e-06,1.0821e-06,1.3095e-06
7060.99,0.0009537,0.00097608,0.0010011,1.9888e-05,5.8929e-06,8.398e-06,8.5952e-05,6.9027e-05,8.3667e-05,2.6253e-06,1.0759e-06,1.3053e-06
7074.6,0.00094911,0.00097066,0.00099556,1.9878e-05,5.8713e-06,8.3371e-06,8.4329e-05,6.8561e-05,8.316e-05,2.1854e-06,1.067e-06,1.2973e-06
