,1s,1s,1s,2p,2p,2p,2s,2s,2s,3s,3s,3s
9319.42,0.00067544,0.00061058,0.00063863,4.4279e-06,9.2475e-06,5.4658e-06,1.7822e-05,4.669e-05,5.5483e-05,9.8528e-07,2.3936e-06,2.8406e-06
9333.03,0.00067278,0.00060782,0.00063586,4.0238e-06,9.2385e-06,5.431e-06,1.7531e-05,4.6511e-05,5.5226e-05,9.2465e-07,2.3843e-06,2.8273e-06
9346.63,0.00067046,0.00060536,0.0006334,3.6245e-06,9.2324e-06,5.3987e-06,1.7256e-05,4.6357e-05,5.4996e-05,8.69e-07,2.3763e-06,2.8155e-06
9360.24,0.00066823,0.00060298,0.00063103,3.2324e-06,9.2261e-06,5.3669e-06,1.6993e-05,4.6208e-05,5.4774e-05,8.2546e-07,2.3687e-06,2.804e-06
9373.84,0.00066601,0.00060062,0.00062869,2.8521e-06,9.2194e-06,5.3356e-06,1.6738e-05,4.6062e-05,5.4554e-05,7.989e-07,2.3613e-06,2.7926e-06
9387.45,0.00066377,0.00059826,0.00062633,2.4879e-06,9.2123e-06,5.3046e-06,1.6491e-05,4.5915e-05,5.4333e-05,7.9132e-07,2.3538e-06,2.7812e-06
9401.05,0.00066149,0.00059585,0.00062393,2.1439e-06,9.2051e-06,5.2742e-06,1.6252e-05,4.5765e-05,5.4109e-05,8.0186e-07,2.3463e-06,2.7697e-06
9414.66,0.00065915,0.00059341,0.00062149,1.8236e-06,9.198e-06,5.2445e-06,1.6021e-05,4.5613e-05,5.3881e-05,8.2694e-07,2.3384e-06,2.7579e-06
9428.26,0.00065676,0.00059091,0.00061899,1.5299e-06,9.191e-06,5.2153e-06,1.5796e-05,4.5456e-05,5.3648e-05,8.6053e-07,2.3303e-06,2.7459e-06
9441.87,0.00065429,0.00058836,0.00061643,1.2652e-06,9.1841e-06,5.1869e-06,1.5579e-05,4.5296e-05,5.3411e-05,8.9478e-07,2.3218e-06,2.7337e-06
9455.47,0.00065176,0.00058574,0.00061381,1.031e-06,9.1772e-06,5.1589e-06,1.5368e-05,4.5131e-05,5.3168e-05,9.2126e-07,2.3131e-06,2.7212e-06
9469.08,0.00064909,0.00058302,0.00061108,8.2837e-07,9.1699e-06,5.1311e-06,1.5163e-05,4.4958e-05,5.2916e-05,9.3259e-07,2.3038e-06,2.7082e-06
9482.68,0.00064589,0.00057982,0.00060784,6.5735e-07,9.1613e-06,5.1029e-06,1.4954e-05,4.4748e-05,5.262e-05,9.2377e-07,2.2926e-06,2.693e-06
9496.29,0.00064412,0.0005779,0.00060595,5.1856e-07,9.1503e-06,5.0744e-06,1.4786e-05,4.4637e-05,5.2441e-05,8.972e-07,2.2865e-06,2.6838e-06
9509.89,0.00064396,0.00057744,0.00060559,4.1213e-07,9.1468e-06,5.052e-06,1.4662e-05,4.4639e-05,5.2395e-05,8.5662e-07,2.2863e-06,2.6813e-06
9523.5,0.00064116,0.00057462,0.00060275,3.3298e-07,9.1349e-06,5.0239e-06,1.4484e-05,4.4458e-05,5.2134e-05,8.0307e-07,2.2768e-06,2.6678e-06
9537.1,0.00063879,0.00057218,0.00060031,2.8132e-07,9.122e-06,4.9959e-06,1.4323e-05,4.4307e-05,5.1908e-05,7.4885e-07,2.2689e-06,2.6562e-06
9550.71,0.00063658,0.00056989,0.00059802,2.5451e-07,9.1077e-06,4.9679e-06,1.4172e-05,4.4168e-05,5.1695e-05,7.0125e-07,2.2618e-06,2.6453e-06
9564.31,0.00063444,0.00056767,0.00059581,2.4969e-07,9.0921e-06,4.9397e-06,1.4029e-05,4.4034e-05,5.1489e-05,6.6606e-07,2.255e-06,2.6346e-06
9577.92,0.00063233,0.00056548,0.00059363,2.6377e-07,9.0755e-06,4.9115e-06,1.3892e-05,4.3902e-05,5.1287e-05,6.4678e-07,2.2483e-06,2.6242e-06
9591.52,0.00063022,0.00056329,0.00059145,2.9348e-07,9.0581e-06,4.8835e-06,1.376e-05,4.3771e-05,5.1084e-05,6.444e-07,2.2417e-06,2.6137e-06
9605.13,0.00062807,0.00056108,0.00058925,3.3554e-07,9.0404e-06,4.8559e-06,1.3631e-05,4.3638e-05,5.0879e-05,6.5757e-07,2.235e-06,2.6032e-06
9618.73,0.00062587,0.00055882,0.00058699,3.8667e-07,9.0228e-06,4.8287e-06,1.3505e-05,4.3501e-05,5.067e-05,6.8264e-07,2.228e-06,2.5924e-06
9632.34,0.00062358,0.00055649,0.00058466,4.4374e-07,9.0054e-06,4.802e-06,1.3381e-05,4.3358e-05,5.0455e-05,7.1396e-07,2.2207e-06,2.5814e-06
9645.94,0.00062118,0.00055406,0.00058223,5.038e-07,8.9884e-06,4.776e-06,1.3258e-05,4.3208e-05,5.0231e-05,7.4441e-07,2.2128e-06,2.5698e-06
9659.55,0.00061855,0.00055143,0.00057959,5.6417e-07,8.972e-06,4.7505e-06,1.3132e-05,4.3042e-05,4.9989e-05,7.6647e-07,2.2041e-06,2.5574e-06
9673.15,0.00061499,0.00054799,0.00057609,6.2243e-07,8.9558e-06,4.7252e-06,1.2989e-05,4.2813e-05,4.9673e-05,7.7315e-07,2.1921e-06,2.5412e-06
9686.76,0.00061325,0.00054616,0.00057428,6.767e-07,8.9414e-06,4.701e-06,1.2885e-05,4.2709e-05,4.9504e-05,7.6454e-07,2.1865e-06,2.5324e-06
9700.36,0.00061405,0.0005466,0.00057487,7.2525e-07,8.925e-06,4.6772e-06,1.2836e-05,4.2783e-05,4.9541e-05,7.4168e-07,2.19e-06,2.5342e-06
9713.97,0.00061118,0.00054378,0.00057202,7.6665e-07,8.9088e-06,4.6526e-06,1.271e-05,4.2602e-05,4.9282e-05,7.0073e-07,2.1805e-06,2.5209e-06
9727.57,0.00060876,0.00054136,0.00056959,8.0015e-07,8.8921e-06,4.6281e-06,1.2593e-05,4.2452e-05,4.9059e-05,6.5308e-07,2.1727e-06,2.5095e-06
9741.18,0.00060652,0.00053911,0.00056734,8.2527e-07,8.8747e-06,4.6033e-06,1.248e-05,4.2315e-05,4.8852e-05,6.0555e-07,2.1657e-06,2.4988e-06
9754.78,0.00060439,0.00053696,0.00056519,8.4188e-07,8.8565e-06,4.5783e-06,1.2368e-05,4.2186e-05,4.8654e-05,5.6458e-07,2.1592e-06,2.4886e-06
9768.39,0.00060233,0.00053487,0.00056312,8.5024e-07,8.8375e-06,4.5531e-06,1.2257e-05,4.2063e-05,4.8462e-05,5.3498e-07,2.1531e-06,2.4788e-06
9781.99,0.00060032,0.00053284,0.00056109,8.5087e-07,8.8179e-06,4.5277e-06,1.2144e-05,4.1943e-05,4.8275e-05,5.1947e-07,2.1472e-06,2.4691e-06
9795.6,0.00059832,0.00053081,0.00055908,8.4456e-07,8.798e-06,4.5022e-06,1.203e-05,4.1824e-05,4.8089e-05,5.187e-07,2.1414e-06,2.4596e-06
9809.2,0.0005963,0.00052878,0.00055705,8.3227e-07,8.7781e-06,4.4769e-06,1.1914e-05,4.1704e-05,4.7902e-05,5.3131e-07,2.1354e-06,2.4499e-06
9822.81,0.00059423,0.0005267,0.00055498,8.1506e-07,8.7585e-06,4.4517e-06,1.1793e-05,4.158e-05,4.7711e-05,5.5408e-07,2.1293e-06,2.4401e-06
9836.41,0.00059205,0.00052454,0.00055282,7.9405e-07,8.7395e-06,4.4269e-06,1.1668e-05,4.145e-05,4.7513e-05,5.8202e-07,2.1227e-06,2.4299e-06
9850.02,0.00058966,0.00052219,0.00055046,7.7031e-07,8.7209e-06,4.4023e-06,1.1536e-05,4.1305e-05,4.7297e-05,6.0887e-07,2.1152e-06,2.4188e-06
9863.62,0.00058644,0.0005191,0.00054732,7.4473e-07,8.7004e-06,4.3769e-06,1.1385e-05,4.1102e-05,4.7016e-05,6.2756e-07,2.1047e-06,2.4044e-06
9877.23,0.00058449,0.00051715,0.00054538,7.1897e-07,8.6922e-06,4.357e-06,1.1256e-05,4.0988e-05,4.6837e-05,6.3504e-07,2.0987e-06,2.3952e-06
9890.83,0.00058539,0.00051773,0.00054611,6.9322e-07,8.685e-06,4.3376e-06,1.1178e-05,4.1075e-05,4.6886e-05,6.302e-07,2.103e-06,2.3977e-06
9904.44,0.00058259,0.00051504,0.00054338,6.6753e-07,8.6696e-06,4.3143e-06,1.1026e-05,4.0903e-05,4.6641e-05,6.0619e-07,2.0941e-06,2.3851e-06
9918.04,0.00058019,0.0005127,0.00054103,6.4288e-07,8.6564e-06,4.2919e-06,1.0879e-05,4.0759e-05,4.6427e-05,5.7086e-07,2.0866e-06,2.3741e-06
9931.65,0.00057794,0.0005105,0.00053883,6.1942e-07,8.6438e-06,4.2697e-06,1.0731e-05,4.0626e-05,4.6226e-05,5.2947e-07,2.0798e-06,2.3637e-06
9945.25,0.00057579,0.00050839,0.00053671,5.9715e-07,8.6314e-06,4.2475e-06,1.0583e-05,4.05e-05,4.6033e-05,4.8824e-07,2.0734e-06,2.3538e-06
9958.86,0.00057372,0.00050636,0.00053469,5.7592e-07,8.6187e-06,4.2251e-06,1.0433e-05,4.0381e-05,4.5847e-05,4.5279e-07,2.0675e-06,2.3443e-06
9972.46,0.00057173,0.00050439,0.00053273,5.5543e-07,8.6056e-06,4.2024e-06,1.0283e-05,4.0267e-05,4.5667e-05,4.273e-07,2.0619e-06,2.3351e-06
9986.07,0.00056979,0.00050248,0.00053083,5.3528e-07,8.592e-06,4.1795e-06,1.0131e-05,4.0157e-05,4.5493e-05,4.1414e-07,2.0565e-06,2.3261e-06
9999.67,0.00056788,0.00050061,0.00052896,5.1496e-07,8.5779e-06,4.1563e-06,9.9779e-06,4.005e-05,4.5322e-05,4.1395e-07,2.0513e-06,2.3173e-06
