,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4p,4p,4p,4s,4s,4s,5s,5s,5s
3169.96,0.031035,0.030376,0.0302,0.013323,0.012736,0.012715,0.0047337,0.0039126,0.003728,0.012249,0.01193,0.011258,0.0048847,0.0051699,0.0049612,0.0014855,0.00146,0.0013782,0.00078335,0.00083104,0.00079871,7.6216e-07,2.3689e-05,2.2679e-05
3183.57,0.030769,0.030122,0.029952,0.013249,0.012666,0.012647,0.0046656,0.0038503,0.0036707,0.012135,0.011806,0.01114,0.0048503,0.0051305,0.0049223,0.0014706,0.0014441,0.0013631,0.00077728,0.00082417,0.00079191,9.0442e-06,2.3611e-05,2.2483e-05
3197.17,0.030505,0.029872,0.029706,0.013175,0.012597,0.012579,0.0045987,0.0037892,0.0036145,0.012022,0.011683,0.011023,0.0048163,0.0050915,0.0048837,0.0014562,0.0014284,0.0013481,0.00077127,0.00081738,0.00078518,3.5964e-05,2.3422e-05,2.229e-05
3210.78,0.030245,0.029624,0.029463,0.013101,0.012529,0.012511,0.0045329,0.0037292,0.0035593,0.01191,0.011562,0.010909,0.0047826,0.0050529,0.0048455,0.0014421,0.0014129,0.0013334,0.00076534,0.00081066,0.00077853,6.8995e-05,2.3123e-05,2.2098e-05
3224.38,0.029988,0.02938,0.029223,0.013029,0.01246,0.012444,0.0044682,0.0036703,0.0035052,0.011801,0.011442,0.010795,0.0047493,0.0050146,0.0048078,0.0014284,0.0013976,0.001319,0.00075948,0.00080402,0.00077196,7.6778e-05,2.2768e-05,2.1909e-05
3237.99,0.029734,0.029138,0.028985,0.012956,0.012393,0.012377,0.0044042,0.0036122,0.0034518,0.011692,0.011324,0.010684,0.0047165,0.0049769,0.0047705,0.0014149,0.0013826,0.0013047,0.00075371,0.00079747,0.00076548,5.0985e-05,2.2442e-05,2.1723e-05
3251.59,0.029483,0.028899,0.028751,0.012885,0.012327,0.012312,0.0043422,0.003556,0.0034001,0.011586,0.011208,0.010574,0.0046843,0.0049399,0.0047341,0.0014017,0.0013678,0.0012906,0.00074806,0.00079106,0.00075914,1.8166e-05,2.2214e-05,2.154e-05
3265.2,0.029234,0.028662,0.028518,0.012814,0.012261,0.012247,0.0042804,0.0035001,0.0033488,0.01148,0.011093,0.010465,0.0046523,0.004903,0.0046977,0.0013885,0.0013531,0.0012768,0.00074244,0.00078467,0.00075282,2.4579e-06,2.2099e-05,2.1359e-05
3278.8,0.028987,0.028428,0.028288,0.012744,0.012195,0.012182,0.0042197,0.0034453,0.0032984,0.011376,0.010979,0.010358,0.0046206,0.0048665,0.0046617,0.0013753,0.0013387,0.0012631,0.00073689,0.00077836,0.00074658,1.5163e-07,2.2064e-05,2.1179e-05
3292.41,0.028742,0.028195,0.028059,0.012674,0.01213,0.012117,0.0041599,0.0033915,0.003249,0.011273,0.010867,0.010252,0.0045892,0.0048304,0.0046261,0.0013621,0.0013244,0.0012496,0.00073141,0.00077211,0.00074041,1.6673e-06,2.2035e-05,2.1002e-05
3306.01,0.0285,0.027965,0.027833,0.012604,0.012065,0.012053,0.0041012,0.0033388,0.0032006,0.011171,0.010756,0.010147,0.0045581,0.0047946,0.0045908,0.0013489,0.0013103,0.0012362,0.00072598,0.00076592,0.0007343,1.446e-05,2.1937e-05,2.0827e-05
3319.62,0.028261,0.027737,0.027609,0.012534,0.012,0.011989,0.0040435,0.003287,0.0031531,0.01107,0.010647,0.010044,0.0045273,0.004759,0.0045558,0.0013357,0.0012964,0.0012231,0.00072061,0.00075979,0.00072825,4.4433e-05,2.1732e-05,2.0653e-05
3333.22,0.028024,0.027512,0.027387,0.012465,0.011936,0.011926,0.0039868,0.0032362,0.0031064,0.010971,0.010539,0.0099417,0.0044967,0.0047238,0.0045211,0.0013227,0.0012826,0.0012101,0.00071528,0.00075372,0.00072226,7.1655e-05,2.1437e-05,2.0481e-05
3346.83,0.02779,0.027289,0.027169,0.012396,0.011871,0.011862,0.0039308,0.0031862,0.0030605,0.010873,0.010432,0.0098413,0.0044665,0.0046888,0.0044867,0.0013098,0.0012691,0.0011973,0.00071002,0.0007477,0.00071632,6.9236e-05,2.1113e-05,2.0311e-05
3360.43,0.027559,0.02707,0.026954,0.01233,0.01181,0.011802,0.0038761,0.0031374,0.0030157,0.010777,0.010328,0.0097426,0.0044375,0.0046552,0.0044536,0.0012972,0.0012559,0.0011848,0.00070497,0.00074191,0.00071061,3.9828e-05,2.0838e-05,2.0147e-05
3374.04,0.02733,0.026853,0.026739,0.012262,0.011747,0.01174,0.0038218,0.0030892,0.0029715,0.010681,0.010224,0.0096448,0.0044079,0.0046211,0.00442,0.0012849,0.0012427,0.0011723,0.00069984,0.00073604,0.00070483,1.1662e-05,2.0655e-05,1.9981e-05
3387.64,0.027104,0.026637,0.026528,0.012195,0.011685,0.011679,0.0037684,0.0030418,0.002928,0.010587,0.010121,0.0095483,0.0043789,0.0045874,0.0043869,0.0012729,0.0012297,0.0011601,0.0006948,0.00073027,0.00069914,1.064e-06,2.0574e-05,1.9818e-05
3401.25,0.026879,0.026424,0.026318,0.012129,0.011624,0.011618,0.0037158,0.0029952,0.0028853,0.010494,0.01002,0.0094529,0.0043503,0.0045542,0.0043543,0.0012612,0.0012169,0.001148,0.00068983,0.00072456,0.00069352,8.7691e-08,2.0553e-05,1.9657e-05
3414.85,0.026657,0.026212,0.02611,0.012063,0.011563,0.011558,0.0036641,0.0029495,0.0028433,0.010402,0.0099202,0.0093586,0.0043219,0.0045213,0.0043219,0.0012498,0.0012043,0.001136,0.00068491,0.00071892,0.00068796,2.3767e-06,2.0522e-05,1.9498e-05
3428.46,0.026436,0.026003,0.025903,0.011997,0.011502,0.011497,0.0036132,0.0029047,0.0028021,0.010311,0.0098212,0.0092654,0.0042938,0.0044886,0.0042898,0.0012386,0.0011918,0.0011242,0.00068005,0.00071332,0.00068245,1.7232e-05,2.0419e-05,1.934e-05
3442.06,0.026218,0.025795,0.025699,0.011932,0.011441,0.011437,0.0035632,0.0028606,0.0027617,0.010221,0.0097233,0.0091733,0.0042658,0.0044561,0.0042579,0.0012276,0.0011794,0.0011126,0.00067522,0.00070776,0.00067698,4.7135e-05,2.0218e-05,1.9184e-05
3455.67,0.026,0.025588,0.025495,0.011865,0.011379,0.011377,0.0035139,0.0028174,0.0027221,0.010131,0.0096261,0.0090818,0.0042377,0.0044234,0.0042259,0.0012166,0.0011671,0.001101,0.00067037,0.00070218,0.0006715,7.0383e-05,1.9939e-05,1.9027e-05
3469.27,0.025792,0.025391,0.025301,0.011806,0.011324,0.011322,0.0034655,0.0027749,0.0026832,0.010046,0.0095332,0.0089944,0.0042121,0.0043934,0.0041964,0.0012061,0.0011554,0.0010899,0.00066593,0.00069704,0.00066643,6.4112e-05,1.9652e-05,1.8882e-05
3482.88,0.025579,0.025188,0.025101,0.01174,0.011264,0.011262,0.0034177,0.0027332,0.0026449,0.0099583,0.0094386,0.0089054,0.0041846,0.0043614,0.004165,0.0011951,0.0011435,0.0010787,0.00066119,0.00069158,0.00066107,3.482e-05,1.9403e-05,1.8729e-05
3496.48,0.025371,0.02499,0.024906,0.011676,0.011205,0.011204,0.0033706,0.0026921,0.0026072,0.0098728,0.0093459,0.0088183,0.0041579,0.0043302,0.0041344,0.0011843,0.0011318,0.0010677,0.00065659,0.00068627,0.00065585,9.3975e-06,1.9246e-05,1.858e-05
3510.09,0.025164,0.024793,0.024713,0.011613,0.011147,0.011146,0.0033242,0.0026517,0.0025702,0.0097884,0.0092543,0.0087322,0.0041317,0.0042995,0.0041043,0.0011734,0.0011202,0.0010568,0.00065206,0.00068103,0.00065071,6.7646e-07,1.918e-05,1.8433e-05
3523.69,0.02496,0.024599,0.024521,0.011551,0.011089,0.01109,0.0032785,0.002612,0.0025337,0.0097049,0.0091639,0.0086473,0.0041058,0.0042691,0.0040746,0.0011626,0.0011088,0.0010461,0.00064759,0.00067586,0.00064563,4.1411e-08,1.9165e-05,1.8288e-05
3537.3,0.024757,0.024406,0.024331,0.011489,0.011032,0.011033,0.0032334,0.002573,0.0024979,0.0096223,0.0090744,0.0085632,0.0040801,0.004239,0.0040451,0.0011518,0.0010976,0.0010355,0.00064317,0.00067074,0.00064061,2.1804e-06,1.9139e-05,1.8145e-05
3550.9,0.024556,0.024215,0.024143,0.011427,0.010975,0.010977,0.0031891,0.0025346,0.0024628,0.0095404,0.0089857,0.00848,0.0040547,0.0042091,0.0040159,0.0011411,0.0010864,0.001025,0.00063879,0.00066566,0.00063563,1.6267e-05,1.9046e-05,1.8003e-05
3564.51,0.024355,0.024024,0.023955,0.011366,0.010918,0.01092,0.0031454,0.002497,0.0024282,0.009459,0.0088977,0.0083974,0.0040294,0.0041793,0.0039867,0.0011306,0.0010754,0.0010146,0.00063442,0.0006606,0.00063067,4.4629e-05,1.8863e-05,1.7862e-05
3578.11,0.024154,0.023833,0.023766,0.011302,0.010859,0.010862,0.0031025,0.00246,0.0023943,0.0093777,0.00881,0.0083151,0.0040036,0.0041491,0.0039572,0.0011203,0.0010643,0.0010043,0.00063,0.00065549,0.00062566,6.7186e-05,1.8608e-05,1.7719e-05
3591.72,0.023968,0.023656,0.023592,0.011246,0.010808,0.010811,0.0030603,0.0024238,0.0023611,0.0093022,0.0087278,0.008238,0.0039806,0.0041218,0.0039304,0.0011107,0.001054,0.00099454,0.00062602,0.00065083,0.00062109,6.2308e-05,1.8346e-05,1.7589e-05
3605.32,0.023774,0.023472,0.02341,0.011185,0.010752,0.010756,0.0030187,0.002388,0.0023284,0.0092239,0.0086432,0.0081587,0.003956,0.0040928,0.0039021,0.001101,0.0010434,0.00098457,0.00062179,0.00064592,0.00061628,3.4949e-05,1.8116e-05,1.7452e-05
3618.93,0.023583,0.02329,0.023231,0.011125,0.010697,0.010701,0.0029776,0.0023529,0.0022962,0.0091469,0.00856,0.0080807,0.0039319,0.0040642,0.0038742,0.0010916,0.001033,0.00097477,0.00061764,0.00064109,0.00061155,9.9718e-06,1.7967e-05,1.7317e-05
3632.53,0.023395,0.023111,0.023055,0.011066,0.010642,0.010647,0.0029371,0.0023184,0.0022645,0.009071,0.0084779,0.0080038,0.0039081,0.004036,0.0038466,0.0010824,0.0010227,0.00096511,0.00061354,0.00063632,0.00060689,7.6651e-07,1.7903e-05,1.7184e-05
3646.14,0.023208,0.022934,0.02288,0.011007,0.010588,0.010594,0.0028972,0.0022844,0.0022333,0.0089959,0.0083968,0.0079279,0.0038846,0.0040081,0.0038194,0.0010733,0.0010125,0.00095558,0.0006095,0.00063161,0.00060228,6.9301e-09,1.789e-05,1.7053e-05
3659.74,0.023023,0.022758,0.022706,0.010949,0.010534,0.010541,0.0028578,0.0022509,0.0022026,0.0089215,0.0083166,0.0078527,0.0038614,0.0039806,0.0037925,0.0010643,0.0010025,0.00094615,0.00060552,0.00062696,0.00059773,1.255e-06,1.7872e-05,1.6923e-05
3673.35,0.022839,0.022582,0.022533,0.010891,0.010481,0.010488,0.0028189,0.002218,0.0021724,0.0088477,0.008237,0.0077782,0.0038384,0.0039532,0.0037659,0.0010552,0.00099252,0.00093682,0.00060156,0.00062235,0.00059322,1.228e-05,1.7799e-05,1.6795e-05
3686.95,0.022653,0.022406,0.022359,0.010833,0.010427,0.010435,0.0027805,0.0021855,0.0021426,0.0087733,0.0081571,0.0077034,0.0038153,0.0039258,0.0037391,0.001046,0.00098253,0.00092745,0.00059759,0.00061772,0.0005887,3.7917e-05,1.7644e-05,1.6666e-05
3700.56,0.022484,0.022245,0.0222,0.010778,0.010378,0.010386,0.0027436,0.0021543,0.0021139,0.0087055,0.0080834,0.0076345,0.0037938,0.0039,0.003714,0.0010375,0.00097329,0.0009188,0.00059389,0.00061337,0.00058445,6.2349e-05,1.7427e-05,1.6545e-05
3714.16,0.022302,0.022072,0.022029,0.01072,0.010324,0.010333,0.0027063,0.002123,0.0020852,0.0086329,0.0080054,0.0075616,0.0037711,0.003873,0.0036876,0.0010282,0.00096355,0.00090968,0.00059,0.00060882,0.00058001,6.318e-05,1.7177e-05,1.6419e-05
3727.77,0.022125,0.021903,0.021863,0.010663,0.010272,0.010281,0.0026699,0.0020923,0.002057,0.0085622,0.0079294,0.0074905,0.0037488,0.0038464,0.0036618,0.0010191,0.00095406,0.00090079,0.00058618,0.00060436,0.00057566,3.9679e-05,1.6955e-05,1.6295e-05
3741.37,0.021951,0.021737,0.021699,0.010607,0.01022,0.010229,0.0026339,0.0020622,0.0020294,0.0084926,0.0078545,0.0074206,0.0037269,0.0038202,0.0036362,0.00101,0.00094472,0.00089205,0.00058241,0.00059995,0.00057136,1.3528e-05,1.6801e-05,1.6172e-05
3754.98,0.021778,0.021573,0.021537,0.010551,0.010169,0.010179,0.0025985,0.0020325,0.0020021,0.008424,0.0077807,0.0073516,0.0037052,0.0037942,0.003611,0.0010011,0.00093551,0.00088343,0.00057868,0.00059559,0.00056711,1.5219e-06,1.6726e-05,1.6051e-05
3768.58,0.021608,0.021411,0.021376,0.010495,0.010118,0.010128,0.0025635,0.0020033,0.0019753,0.0083562,0.0077078,0.0072835,0.0036838,0.0037686,0.0035861,0.00099238,0.00092642,0.00087492,0.00057501,0.00059129,0.00056292,6.4426e-10,1.6708e-05,1.5932e-05
3782.19,0.021439,0.02125,0.021217,0.01044,0.010068,0.010078,0.0025289,0.0019745,0.0019489,0.008289,0.0076356,0.0072162,0.0036626,0.0037432,0.0035614,0.00098381,0.00091744,0.00086652,0.00057139,0.00058704,0.00055878,3.1857e-07,1.6701e-05,1.5814e-05
3795.79,0.02127,0.02109,0.021059,0.010386,0.010018,0.010029,0.0024947,0.0019462,0.0019228,0.0082224,0.0075641,0.0071494,0.0036417,0.0037181,0.003537,0.00097543,0.00090854,0.00085819,0.00056781,0.00058284,0.00055468,6.758e-06,1.6654e-05,1.5697e-05
3809.4,0.021102,0.020929,0.020901,0.010332,0.0099678,0.0099795,0.002461,0.0019183,0.0018972,0.0081558,0.0074928,0.0070829,0.0036209,0.0036932,0.0035128,0.00096719,0.00089967,0.0008499,0.00056425,0.00057866,0.00055061,2.7417e-05,1.6537e-05,1.5581e-05
3823.0,0.020944,0.020779,0.020752,0.010279,0.0099195,0.0099316,0.0024287,0.0018915,0.0018726,0.0080931,0.0074253,0.0070199,0.0036007,0.0036688,0.0034892,0.00095954,0.00089126,0.00084204,0.00056079,0.00057458,0.00054665,5.3728e-05,1.6352e-05,1.5468e-05
3836.61,0.020779,0.020622,0.020597,0.010225,0.0098702,0.0098828,0.002396,0.0018645,0.0018478,0.008028,0.0073556,0.006955,0.0035803,0.0036443,0.0034653,0.00095169,0.00088261,0.00083395,0.0005573,0.00057048,0.00054266,6.3683e-05,1.6126e-05,1.5354e-05
3850.21,0.020617,0.020468,0.020445,0.010171,0.0098213,0.0098342,0.0023639,0.0018381,0.0018235,0.007964,0.0072872,0.0068912,0.00356,0.0036199,0.0034417,0.00094402,0.0008741,0.00082601,0.00055384,0.00056641,0.0005387,4.779e-05,1.5908e-05,1.5241e-05
3863.82,0.020457,0.020315,0.020294,0.010118,0.0097726,0.0097859,0.0023323,0.0018121,0.0017996,0.0079008,0.0072196,0.0068282,0.0035399,0.0035958,0.0034183,0.00093645,0.00086571,0.00081818,0.00055042,0.00056238,0.00053478,2.106e-05,1.5742e-05,1.5129e-05
3877.42,0.020299,0.020165,0.020145,0.010065,0.0097242,0.0097379,0.0023011,0.0017866,0.0017761,0.0078385,0.007153,0.0067661,0.00352,0.0035718,0.0033951,0.00092894,0.00085744,0.00081045,0.00054703,0.00055839,0.00053091,3.9912e-06,1.5647e-05,1.5019e-05
3891.03,0.020143,0.020016,0.019998,0.010013,0.0096763,0.0096904,0.0022704,0.0017614,0.001753,0.007777,0.0070872,0.0067049,0.0035003,0.0035481,0.0033721,0.00092143,0.00084928,0.00080284,0.00054368,0.00055444,0.00052708,5.3883e-08,1.5615e-05,1.4909e-05
3904.63,0.019988,0.019868,0.019852,0.0099611,0.0096289,0.0096434,0.00224,0.0017366,0.0017302,0.0077162,0.0070222,0.0066444,0.0034809,0.0035247,0.0033495,0.00091391,0.00084122,0.00079533,0.00054038,0.00055055,0.00052329,6.7706e-10,1.5611e-05,1.4801e-05
3918.24,0.019835,0.019722,0.019707,0.0099097,0.009582,0.0095969,0.0022099,0.0017121,0.0017076,0.0076559,0.0069579,0.0065845,0.0034617,0.0035016,0.0033271,0.00090633,0.00083325,0.00078789,0.00053712,0.0005467,0.00051956,2.1048e-06,1.5591e-05,1.4695e-05
3931.84,0.019681,0.019576,0.019562,0.0098589,0.0095356,0.0095508,0.00218,0.0016878,0.0016852,0.0075956,0.0068937,0.0065248,0.0034428,0.0034787,0.003305,0.00089866,0.00082529,0.00078048,0.00053391,0.00054289,0.00051587,1.5163e-05,1.5516e-05,1.4589e-05
3945.45,0.019535,0.019436,0.019424,0.0098083,0.0094895,0.009505,0.0021519,0.001665,0.0016642,0.0075382,0.0068322,0.0064677,0.003424,0.0034561,0.003283,0.00089127,0.00081768,0.00077338,0.00053072,0.00053912,0.00051221,3.9992e-05,1.5374e-05,1.4485e-05
3959.05,0.019385,0.019293,0.019283,0.009758,0.0094436,0.0094594,0.002123,0.0016416,0.0016427,0.0074794,0.0067697,0.0064095,0.0034053,0.0034335,0.0032613,0.00088369,0.00080994,0.00076618,0.00052756,0.00053538,0.00050859,5.967e-05,1.5179e-05,1.4381e-05
3972.66,0.019237,0.019152,0.019143,0.0097078,0.0093978,0.009414,0.0020947,0.0016188,0.0016216,0.0074213,0.006708,0.0063521,0.0033868,0.0034112,0.0032397,0.00087622,0.0008023,0.00075906,0.00052443,0.00053167,0.000505,5.6505e-05,1.497e-05,1.4279e-05
3986.26,0.01909,0.019012,0.019004,0.0096578,0.0093521,0.0093686,0.0020668,0.0015963,0.0016009,0.0073638,0.0066469,0.0062953,0.0033683,0.0033889,0.0032182,0.00086888,0.00079475,0.00075203,0.00052131,0.00052798,0.00050142,3.3555e-05,1.4788e-05,1.4177e-05
3999.87,0.018944,0.018873,0.018867,0.0096079,0.0093066,0.0093235,0.0020393,0.0015742,0.0015806,0.0073069,0.0065866,0.0062393,0.0033499,0.0033668,0.0031968,0.00086173,0.0007873,0.00074509,0.00051822,0.00052432,0.00049788,1.0677e-05,1.4665e-05,1.4075e-05
4013.47,0.018801,0.018736,0.018731,0.0095583,0.0092614,0.0092785,0.0020122,0.0015525,0.0015606,0.0072508,0.006527,0.006184,0.0033317,0.0033449,0.0031757,0.00085477,0.00077995,0.00073824,0.00051516,0.00052069,0.00049437,9.6e-07,1.4607e-05,1.3975e-05
4027.08,0.018659,0.018601,0.018597,0.0095091,0.0092166,0.009234,0.0019855,0.0015311,0.0015408,0.0071954,0.0064683,0.0061294,0.0033137,0.0033232,0.0031547,0.00084802,0.00077269,0.00073149,0.00051213,0.0005171,0.0004909,1.9608e-08,1.4595e-05,1.3876e-05
4040.68,0.018519,0.018467,0.018464,0.0094603,0.0091721,0.0091897,0.001959,0.0015099,0.0015212,0.0071407,0.0064102,0.0060756,0.0032959,0.0033017,0.003134,0.00084144,0.00076553,0.00072483,0.00050914,0.00051354,0.00048746,1.2477e-07,1.4592e-05,1.3778e-05
4054.29,0.018379,0.018334,0.018333,0.0094122,0.0091283,0.0091462,0.0019325,0.0014889,0.0015018,0.0070863,0.0063526,0.0060222,0.0032783,0.0032805,0.0031136,0.00083499,0.00075843,0.00071823,0.0005062,0.00051004,0.00048408,5.0362e-06,1.4557e-05,1.3681e-05
4067.89,0.018243,0.018203,0.018203,0.0093651,0.0090854,0.0091036,0.0019078,0.0014691,0.0014836,0.0070331,0.0062963,0.0059699,0.0032612,0.0032597,0.0030936,0.00082871,0.00075148,0.00071177,0.00050332,0.00050661,0.00048076,2.2589e-05,1.4466e-05,1.3587e-05
4081.5,0.018106,0.018073,0.018074,0.0093176,0.0090422,0.0090607,0.0018823,0.0014489,0.0014649,0.0069798,0.00624,0.0059177,0.0032439,0.0032389,0.0030736,0.00082242,0.00074454,0.00070532,0.00050044,0.00050318,0.00047745,4.7012e-05,1.4315e-05,1.3492e-05
4095.1,0.01797,0.017943,0.017946,0.0092705,0.0089993,0.0090181,0.0018572,0.0014291,0.0014465,0.006927,0.0061842,0.005866,0.0032269,0.0032183,0.0030537,0.00081613,0.00073767,0.00069894,0.00049758,0.00049977,0.00047416,5.9379e-05,1.4126e-05,1.3398e-05
4108.71,0.017836,0.017814,0.017818,0.0092235,0.0089566,0.0089755,0.0018325,0.0014096,0.0014285,0.0068746,0.006129,0.0058148,0.0032099,0.0031978,0.003034,0.00080982,0.00073086,0.00069262,0.00049475,0.00049639,0.00047091,4.8478e-05,1.3938e-05,1.3305e-05
4122.31,0.017702,0.017687,0.017691,0.0091766,0.0089139,0.0089331,0.0018083,0.0013904,0.0014108,0.0068226,0.0060743,0.0057641,0.0031929,0.0031774,0.0030144,0.00080347,0.00072413,0.00068637,0.00049193,0.00049303,0.00046767,2.4306e-05,1.3786e-05,1.3213e-05
4135.92,0.01757,0.01756,0.017566,0.0091297,0.0088713,0.0088907,0.0017843,0.0013716,0.0013934,0.0067712,0.0060202,0.005714,0.0031761,0.0031571,0.0029949,0.00079709,0.00071747,0.00068019,0.00048913,0.00048969,0.00046445,5.8714e-06,1.3692e-05,1.3121e-05
4149.52,0.017439,0.017435,0.017442,0.0090831,0.0088288,0.0088485,0.0017607,0.0013531,0.0013762,0.0067205,0.0059668,0.0056645,0.0031593,0.003137,0.0029755,0.0007907,0.0007109,0.00067409,0.00048635,0.00048638,0.00046125,1.9163e-07,1.3655e-05,1.303e-05
4163.13,0.01731,0.017312,0.017319,0.0090364,0.0087863,0.0088062,0.0017374,0.0013348,0.0013593,0.0066703,0.005914,0.0056157,0.0031426,0.0031168,0.0029562,0.00078432,0.00070441,0.00066808,0.00048357,0.00048307,0.00045807,6.0498e-08,1.3651e-05,1.2939e-05
4176.73,0.017183,0.01719,0.017198,0.0089903,0.0087444,0.0087644,0.0017142,0.0013166,0.0013425,0.0066208,0.0058621,0.0055676,0.0031262,0.003097,0.0029371,0.000778,0.00069802,0.00066215,0.00048084,0.00047981,0.00045493,3.9698e-07,1.3644e-05,1.2849e-05
4190.34,0.017057,0.017069,0.017079,0.0089474,0.0087056,0.0087259,0.001692,0.0012994,0.0013265,0.006572,0.0058108,0.0055202,0.0031109,0.0030784,0.0029192,0.00077177,0.00069173,0.00065632,0.00047829,0.00047674,0.00045198,7.33e-06,1.3606e-05,1.2765e-05
4203.94,0.016932,0.01695,0.01696,0.0089021,0.0086644,0.0086849,0.0016695,0.0012818,0.0013102,0.0065235,0.0057599,0.0054731,0.0030947,0.0030589,0.0029005,0.00076563,0.00068548,0.00065052,0.00047562,0.00047355,0.00044891,2.6608e-05,1.3508e-05,1.2678e-05
4217.55,0.016807,0.016831,0.016842,0.0088575,0.0086239,0.0086446,0.0016473,0.0012646,0.0012942,0.0064753,0.0057095,0.0054265,0.0030789,0.0030398,0.0028822,0.00075961,0.00067929,0.00064479,0.000473,0.00047041,0.00044589,4.9239e-05,1.336e-05,1.2592e-05
4231.15,0.016684,0.016713,0.016725,0.0088133,0.0085838,0.0086046,0.0016255,0.0012476,0.0012784,0.0064275,0.0056595,0.0053802,0.0030633,0.0030208,0.0028641,0.00075373,0.00067316,0.0006391,0.00047041,0.0004673,0.00044291,5.7118e-05,1.3183e-05,1.2507e-05
4244.76,0.016561,0.016595,0.016608,0.0087693,0.0085438,0.0085648,0.0016039,0.001231,0.0012629,0.00638,0.00561,0.0053344,0.0030477,0.003002,0.002846,0.00074799,0.00066708,0.00063347,0.00046784,0.00046422,0.00043995,4.3217e-05,1.3014e-05,1.2422e-05
4258.36,0.01644,0.016479,0.016493,0.0087253,0.0085039,0.008525,0.0015827,0.0012146,0.0012477,0.0063329,0.0055608,0.005289,0.0030322,0.0029833,0.0028281,0.00074239,0.00066105,0.00062789,0.00046528,0.00046115,0.000437,1.983e-05,1.2882e-05,1.2339e-05
4271.97,0.016319,0.016363,0.016378,0.0086813,0.0084639,0.0084852,0.0015618,0.0011984,0.0012327,0.0062862,0.0055122,0.005244,0.0030167,0.0029646,0.0028102,0.00073691,0.00065509,0.00062237,0.00046273,0.00045809,0.00043407,4.0759e-06,1.2804e-05,1.2255e-05
4285.57,0.016199,0.016248,0.016264,0.0086371,0.0084237,0.0084451,0.0015412,0.0011826,0.0012179,0.0062398,0.005464,0.0051995,0.0030012,0.0029459,0.0027923,0.00073151,0.00064919,0.00061691,0.00046017,0.00045503,0.00043113,4.3373e-08,1.2776e-05,1.2172e-05
4299.18,0.016082,0.016135,0.016152,0.008593,0.0083837,0.0084052,0.0015208,0.0011669,0.0012033,0.0061943,0.0054166,0.0051558,0.0029858,0.0029273,0.0027745,0.00072621,0.00064338,0.00061154,0.00045764,0.000452,0.00042823,8.4178e-08,1.2775e-05,1.2089e-05
4312.78,0.015968,0.016027,0.016044,0.0085544,0.0083489,0.0083706,0.0015009,0.0011517,0.0011892,0.0061503,0.0053707,0.0051134,0.0029723,0.0029106,0.0027586,0.00072106,0.00063777,0.00060634,0.0004554,0.00044926,0.0004256,4.9416e-07,1.2775e-05,1.2014e-05
4326.39,0.015852,0.015915,0.015933,0.0085103,0.0083088,0.0083307,0.0014811,0.0011365,0.001175,0.0061054,0.0053242,0.0050705,0.002957,0.0028922,0.0027409,0.00071575,0.00063206,0.00060107,0.00045288,0.00044625,0.00042272,7.8127e-06,1.2732e-05,1.1932e-05
4339.99,0.015738,0.015806,0.015824,0.0084678,0.0082702,0.0082922,0.0014614,0.0011215,0.001161,0.0060613,0.0052784,0.0050282,0.0029423,0.0028743,0.0027238,0.00071044,0.00062646,0.00059589,0.00045045,0.00044333,0.00041992,2.6819e-05,1.2639e-05,1.1853e-05
4353.6,0.015625,0.015697,0.015716,0.008426,0.0082323,0.0082543,0.0014421,0.0011068,0.0011472,0.0060175,0.0052331,0.0049864,0.0029278,0.0028567,0.002707,0.00070509,0.00062092,0.00059077,0.00044806,0.00044045,0.00041717,4.8199e-05,1.25e-05,1.1775e-05
4367.2,0.015513,0.01559,0.015609,0.0083845,0.0081947,0.0082168,0.001423,0.0010922,0.0011336,0.0059741,0.0051881,0.004945,0.0029134,0.0028392,0.0026904,0.0006997,0.00061542,0.0005857,0.0004457,0.00043761,0.00041445,5.5034e-05,1.2337e-05,1.1698e-05
4380.81,0.015401,0.015482,0.015503,0.0083432,0.0081573,0.0081795,0.0014041,0.0010779,0.0011203,0.005931,0.0051436,0.0049039,0.0028992,0.0028219,0.0026739,0.00069427,0.00060997,0.00058066,0.00044336,0.00043479,0.00041175,4.1352e-05,1.2181e-05,1.1621e-05
4394.41,0.01529,0.015376,0.015397,0.008302,0.0081199,0.0081423,0.0013855,0.0010638,0.0011071,0.005888,0.0050993,0.004863,0.0028851,0.0028047,0.0026574,0.00068883,0.00060457,0.00057567,0.00044103,0.00043198,0.00040907,1.8972e-05,1.206e-05,1.1545e-05
4408.02,0.015179,0.015269,0.015291,0.0082606,0.0080824,0.0081048,0.0013672,0.00105,0.0010941,0.0058453,0.0050553,0.0048225,0.0028709,0.0027875,0.002641,0.0006834,0.0005992,0.00057071,0.0004387,0.00042918,0.00040639,3.9029e-06,1.1989e-05,1.1469e-05
4421.62,0.015068,0.015162,0.015184,0.008218,0.0080436,0.0080661,0.0013492,0.0010364,0.0010814,0.0058022,0.0050112,0.0047818,0.0028563,0.0027698,0.0026242,0.00067797,0.00059382,0.00056574,0.00043631,0.00042631,0.00040366,3.2249e-08,1.1961e-05,1.1391e-05
